latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
31.1302,76.14406,330.32,0.57,0.52,2024-09-16,0726,N21,VIIRS,n,2.0NRT,296.53,3.95,D
31.09581,76.20469,333.06,0.46,0.47,2024-09-21,0731,N21,VIIRS,n,2.0NRT,299.36,4.56,D
31.06104,76.21888,339.6,0.58,0.52,2024-09-23,0835,N21,VIIRS,n,2.0NRT,300.56,7.68,D
31.04636,76.19603,331.25,0.48,0.4,2024-09-24,0816,N21,VIIRS,n,2.0NRT,299.36,2.4,D
30.95872,76.22665,332.92,0.39,0.36,2024-09-25,0756,N21,VIIRS,n,2.0NRT,298.89,3.63,D
30.883,75.99625,304.89,0.39,0.36,2024-09-29,2046,N21,VIIRS,n,2.0NRT,294.59,0.54,N
30.55615,75.88567,333.8,0.38,0.36,2024-09-30,0803,N21,VIIRS,n,2.0NRT,299.84,3.23,D
30.88178,75.9966,306.03,0.48,0.4,2024-09-30,2025,N21,VIIRS,n,2.0NRT,295.53,0.92,N
31.12844,76.02329,332.02,0.44,0.63,2024-10-03,0848,N21,VIIRS,n,2.0NRT,300,3.26,D
30.53264,75.91421,333.55,0.41,0.37,2024-10-05,0809,N21,VIIRS,n,2.0NRT,302.05,3.22,D
30.53223,76.39634,335.5,0.41,0.37,2024-10-06,0750,N21,VIIRS,n,2.0NRT,298,2.27,D
30.98621,76.0652,339.2,0.46,0.47,2024-10-07,0731,N21,VIIRS,n,2.0NRT,301.28,6.76,D
30.5554,76.1076,337.19,0.44,0.63,2024-10-07,1955,N21,VIIRS,n,2.0NRT,296.84,6.91,N
30.55509,76.11223,306.09,0.44,0.63,2024-10-07,1955,N21,VIIRS,n,2.0NRT,292.64,4.26,N
30.5548,76.10729,319.95,0.55,0.68,2024-10-07,2136,N21,VIIRS,n,2.0NRT,293.55,4.63,N
30.99463,75.39338,329.92,0.48,0.64,2024-10-08,0714,N21,VIIRS,n,2.0NRT,297.87,3.25,D
30.89298,76.27853,330.68,0.43,0.62,2024-10-08,0714,N21,VIIRS,n,2.0NRT,297.01,2.22,D
30.51155,75.89558,340.68,0.55,0.51,2024-10-09,0835,N21,VIIRS,n,2.0NRT,301.96,9.41,D
30.56846,75.89437,334.93,0.55,0.51,2024-10-09,0835,N21,VIIRS,n,2.0NRT,299.73,4.14,D
30.48358,75.84696,339.29,0.55,0.51,2024-10-09,0835,N21,VIIRS,n,2.0NRT,299.54,9.96,D
30.48546,75.8429,339.12,0.55,0.51,2024-10-09,0835,N21,VIIRS,n,2.0NRT,299.39,4.4,D
30.64417,76.11948,337.95,0.47,0.4,2024-10-10,0816,N21,VIIRS,n,2.0NRT,303.74,14.35,D
30.54532,75.88905,334.15,0.46,0.39,2024-10-10,0816,N21,VIIRS,l,2.0NRT,307.54,9.9,D
31.03147,75.45496,341.11,0.45,0.39,2024-10-10,0816,N21,VIIRS,n,2.0NRT,302.12,4.5,D
30.88341,75.99518,302.98,0.39,0.36,2024-10-10,2040,N21,VIIRS,n,2.0NRT,291.21,0.58,N
31.02934,76.23028,333.21,0.39,0.36,2024-10-11,0756,N21,VIIRS,l,2.0NRT,306.24,3.39,D
30.44295,75.91782,336.04,0.39,0.36,2024-10-11,0756,N21,VIIRS,n,2.0NRT,302.04,2.44,D
30.54534,75.896,332.8,0.39,0.36,2024-10-11,0756,N21,VIIRS,n,2.0NRT,305.03,1.73,D
30.57118,76.32989,331.02,0.56,0.43,2024-10-12,0737,N21,VIIRS,n,2.0NRT,301.89,3.6,D
30.50807,75.93047,339.25,0.39,0.44,2024-10-12,0737,N21,VIIRS,n,2.0NRT,304.21,2.97,D
30.45409,76.04469,333.85,0.39,0.44,2024-10-12,0737,N21,VIIRS,n,2.0NRT,302.4,3.11,D
30.49545,75.95071,340.32,0.39,0.44,2024-10-12,0737,N21,VIIRS,n,2.0NRT,302.65,8.69,D
30.56819,76.08652,339.24,0.39,0.44,2024-10-12,0737,N21,VIIRS,n,2.0NRT,302.85,4.91,D
30.88245,76.16028,342.63,0.35,0.57,2024-10-13,0720,N21,VIIRS,n,2.0NRT,300.77,4,D
30.58736,75.80772,367,0.66,0.73,2024-10-13,0900,N21,VIIRS,h,2.0NRT,299.51,20.52,D
30.58318,75.80653,367,0.66,0.73,2024-10-13,0900,N21,VIIRS,h,2.0NRT,299.82,20.68,D
30.60325,75.79939,330.57,0.34,0.56,2024-10-14,0839,N21,VIIRS,n,2.0NRT,299.44,2.67,D
30.51674,75.97932,336.42,0.35,0.57,2024-10-14,0839,N21,VIIRS,n,2.0NRT,300.4,2.55,D
30.88346,75.9954,301.98,0.57,0.43,2024-10-14,2104,N21,VIIRS,n,2.0NRT,291.13,0.76,N
30.63926,76.23951,331.68,0.57,0.43,2024-10-15,0822,N21,VIIRS,n,2.0NRT,306.18,5.02,D
30.75323,76.26115,341.78,0.38,0.43,2024-10-15,0822,N21,VIIRS,n,2.0NRT,305.36,4.56,D
30.75721,76.26054,332.93,0.38,0.43,2024-10-15,0822,N21,VIIRS,n,2.0NRT,304.79,4.56,D
30.67628,75.55402,335.23,0.53,0.42,2024-10-15,0822,N21,VIIRS,n,2.0NRT,304.38,4.63,D
30.6801,75.55341,335.07,0.53,0.42,2024-10-15,0822,N21,VIIRS,n,2.0NRT,305.84,9.1,D
30.81127,76.28934,339.87,0.39,0.44,2024-10-15,0822,N21,VIIRS,n,2.0NRT,304.75,9.36,D
30.81084,76.28532,334.86,0.39,0.44,2024-10-15,0822,N21,VIIRS,n,2.0NRT,304.79,9.36,D
30.56161,75.83334,331.51,0.54,0.42,2024-10-15,0822,N21,VIIRS,n,2.0NRT,302.45,3.3,D
30.55101,75.87717,332.22,0.38,0.36,2024-10-16,0805,N21,VIIRS,n,2.0NRT,300.2,3.08,D
30.58378,75.80022,332.42,0.5,0.41,2024-10-17,0744,N21,VIIRS,n,2.0NRT,302.68,4.28,D
30.60258,75.83823,331.37,0.5,0.41,2024-10-17,0744,N21,VIIRS,l,2.0NRT,302.42,4.51,D
30.68728,75.68513,330.74,0.5,0.41,2024-10-17,0744,N21,VIIRS,n,2.0NRT,303.29,3.24,D
31.04083,76.21455,336.58,0.47,0.4,2024-10-17,0744,N21,VIIRS,n,2.0NRT,307.18,15.1,D
30.5949,76.32105,333.32,0.47,0.4,2024-10-17,0744,N21,VIIRS,n,2.0NRT,305.5,3.95,D
30.85375,75.97041,331.08,0.58,0.52,2024-10-18,0726,N21,VIIRS,n,2.0NRT,300.26,2.06,D
30.42235,76.19224,345.58,0.45,0.63,2024-10-19,0848,N21,VIIRS,n,2.0NRT,302.08,6.19,D
30.89462,76.25619,338.04,0.46,0.63,2024-10-19,0848,N21,VIIRS,n,2.0NRT,299.32,3.43,D
31.28346,75.50332,306.99,0.42,0.45,2024-10-19,2110,N21,VIIRS,n,2.0NRT,292.28,0.83,N
30.57754,76.32599,352.26,0.47,0.48,2024-10-20,0828,N21,VIIRS,n,2.0NRT,303.2,11.4,D
30.78724,75.97492,340.3,0.45,0.47,2024-10-20,0828,N21,VIIRS,n,2.0NRT,303.91,10.07,D
30.59803,75.63594,331.41,0.43,0.46,2024-10-20,0828,N21,VIIRS,n,2.0NRT,299.44,4.48,D
30.62231,76.32995,330.95,0.47,0.48,2024-10-20,0828,N21,VIIRS,n,2.0NRT,300.5,3.53,D
30.49052,76.00417,332.32,0.45,0.47,2024-10-20,0828,N21,VIIRS,n,2.0NRT,299.88,4.09,D
30.48347,75.78537,333.34,0.4,0.37,2024-10-21,0809,N21,VIIRS,n,2.0NRT,302.72,9.14,D
30.49587,75.68949,330.81,0.4,0.37,2024-10-21,0809,N21,VIIRS,n,2.0NRT,301.77,1.74,D
30.45579,75.37917,333.79,0.4,0.37,2024-10-21,0809,N21,VIIRS,n,2.0NRT,302.71,5.31,D
31.14138,76.24168,332.5,0.42,0.38,2024-10-21,0809,N21,VIIRS,n,2.0NRT,303.04,4.98,D
31.06229,76.20412,332.12,0.41,0.37,2024-10-22,0750,N21,VIIRS,n,2.0NRT,302.03,4.77,D
31.00891,75.91964,332.59,0.42,0.38,2024-10-22,0750,N21,VIIRS,n,2.0NRT,300.75,4.52,D
31.00603,75.9193,332.95,0.42,0.38,2024-10-22,0750,N21,VIIRS,n,2.0NRT,301.21,7.6,D
31.00679,75.92366,331.68,0.42,0.38,2024-10-22,0750,N21,VIIRS,n,2.0NRT,300.82,7.6,D
30.97928,76.27572,330.02,0.41,0.37,2024-10-22,0750,N21,VIIRS,n,2.0NRT,302.11,1.7,D
30.96987,76.28233,333.4,0.41,0.37,2024-10-22,0750,N21,VIIRS,n,2.0NRT,302.94,3.69,D
30.61332,75.77849,343.31,0.43,0.38,2024-10-22,0750,N21,VIIRS,n,2.0NRT,302.59,11.57,D
30.59044,75.81151,332.9,0.43,0.38,2024-10-22,0750,N21,VIIRS,n,2.0NRT,302.63,6.86,D
30.63013,76.17926,331.05,0.42,0.38,2024-10-22,0750,N21,VIIRS,n,2.0NRT,302.15,1.91,D
30.58037,76.34053,334.64,0.42,0.37,2024-10-22,0750,N21,VIIRS,n,2.0NRT,301.46,4.16,D
30.54237,76.34476,340.74,0.42,0.37,2024-10-22,0750,N21,VIIRS,n,2.0NRT,302.17,13.58,D
30.42868,76.2812,332.22,0.42,0.38,2024-10-22,0750,N21,VIIRS,l,2.0NRT,302.39,5.78,D
31.00274,75.49988,331.69,0.5,0.49,2024-10-23,0731,N21,VIIRS,n,2.0NRT,300.9,1.83,D
30.58334,76.26608,336.12,0.46,0.47,2024-10-23,0731,N21,VIIRS,n,2.0NRT,306.35,39.37,D
30.50284,75.86999,338.36,0.49,0.48,2024-10-23,0731,N21,VIIRS,n,2.0NRT,302.72,4.07,D
30.58552,76.1705,330.73,0.47,0.48,2024-10-23,0731,N21,VIIRS,n,2.0NRT,300.65,2.25,D
30.51466,75.48259,330.73,0.51,0.5,2024-10-23,0731,N21,VIIRS,n,2.0NRT,301.59,3.59,D
30.98759,76.29585,345.02,0.45,0.47,2024-10-23,0731,N21,VIIRS,n,2.0NRT,309.91,57.63,D
30.98744,76.29807,344.11,0.45,0.47,2024-10-23,0731,N21,VIIRS,n,2.0NRT,308.3,45.29,D
30.57944,76.26553,314.69,0.44,0.62,2024-10-23,1955,N21,VIIRS,n,2.0NRT,291.55,1.78,N
30.58515,76.26604,343.85,0.44,0.62,2024-10-23,1955,N21,VIIRS,n,2.0NRT,292.88,7.77,N
30.58375,76.26617,322.4,0.56,0.69,2024-10-23,2136,N21,VIIRS,n,2.0NRT,291.26,3.05,N
30.66283,76.4026,334.29,0.43,0.62,2024-10-24,0714,N21,VIIRS,n,2.0NRT,302.91,5.05,D
30.62071,75.52972,349.59,0.51,0.66,2024-10-24,0854,N21,VIIRS,n,2.0NRT,297.91,12.98,D
31.15609,75.3708,330.74,0.51,0.66,2024-10-24,0854,N21,VIIRS,n,2.0NRT,298.97,4.24,D
31.15458,75.37103,330.33,0.51,0.66,2024-10-24,0854,N21,VIIRS,n,2.0NRT,298.64,3.96,D
30.72305,75.54254,339.09,0.53,0.5,2024-10-25,0835,N21,VIIRS,n,2.0NRT,305.21,6.47,D
30.54873,75.86829,339.81,0.55,0.51,2024-10-25,0835,N21,VIIRS,n,2.0NRT,304.61,5.94,D
30.56437,76.37446,338.87,0.59,0.53,2024-10-25,0835,N21,VIIRS,n,2.0NRT,305.32,7.68,D
30.88202,75.99509,304.28,0.47,0.4,2024-10-25,2057,N21,VIIRS,n,2.0NRT,290.36,0.96,N
30.58043,75.42625,331.73,0.44,0.38,2024-10-26,0816,N21,VIIRS,n,2.0NRT,303.06,3.58,D
30.66998,76.4044,336.13,0.49,0.4,2024-10-26,0816,N21,VIIRS,n,2.0NRT,302.83,4.5,D
30.61579,76.35454,337.5,0.48,0.4,2024-10-26,0816,N21,VIIRS,n,2.0NRT,305.76,6.19,D
30.57426,76.35121,335.72,0.48,0.4,2024-10-26,0816,N21,VIIRS,n,2.0NRT,303.7,5.72,D
30.57732,76.37622,340.59,0.48,0.4,2024-10-26,0816,N21,VIIRS,n,2.0NRT,305.78,8.33,D
30.57304,76.37182,332.93,0.48,0.4,2024-10-26,0816,N21,VIIRS,l,2.0NRT,305.94,7.85,D
30.4882,75.83495,331.22,0.46,0.39,2024-10-26,0816,N21,VIIRS,n,2.0NRT,302.6,3.15,D
31.01507,75.41047,336.87,0.45,0.39,2024-10-26,0816,N21,VIIRS,n,2.0NRT,306.3,5.28,D
31.01925,76.30389,333.15,0.48,0.4,2024-10-26,0816,N21,VIIRS,n,2.0NRT,302.64,3.78,D
30.92645,75.91114,333.43,0.47,0.39,2024-10-26,0816,N21,VIIRS,l,2.0NRT,306.67,8.5,D
30.84962,75.86785,334.99,0.46,0.39,2024-10-26,0816,N21,VIIRS,n,2.0NRT,305.54,5.48,D
30.79571,76.15279,336.98,0.47,0.4,2024-10-26,0816,N21,VIIRS,n,2.0NRT,306.8,24.64,D
30.96451,75.43825,331.9,0.45,0.39,2024-10-26,0816,N21,VIIRS,n,2.0NRT,303.04,3.12,D
30.79335,76.15265,331.16,0.39,0.36,2024-10-26,2040,N21,VIIRS,n,2.0NRT,295.93,14.19,N
31.21368,75.63907,302.63,0.39,0.36,2024-10-26,2040,N21,VIIRS,n,2.0NRT,289.61,0.61,N
30.46857,75.92336,333.49,0.39,0.36,2024-10-27,0756,N21,VIIRS,n,2.0NRT,303.02,7.63,D
30.61167,76.34501,343.32,0.39,0.36,2024-10-27,0756,N21,VIIRS,n,2.0NRT,303.52,11.64,D
30.60192,76.32646,331.77,0.39,0.36,2024-10-27,0756,N21,VIIRS,n,2.0NRT,301.19,3.97,D
30.60255,76.33045,331.89,0.39,0.36,2024-10-27,0756,N21,VIIRS,n,2.0NRT,301.7,3.97,D
30.5738,76.29944,332.19,0.39,0.36,2024-10-27,0756,N21,VIIRS,n,2.0NRT,301.95,2.51,D
30.54931,76.36214,335.49,0.39,0.36,2024-10-27,0756,N21,VIIRS,n,2.0NRT,301.82,2.87,D
30.54539,76.35885,337.1,0.39,0.36,2024-10-27,0756,N21,VIIRS,n,2.0NRT,303.71,7.84,D
30.54211,76.35955,336.36,0.39,0.36,2024-10-27,0756,N21,VIIRS,n,2.0NRT,302.15,7.84,D
30.64758,76.37859,330.62,0.39,0.36,2024-10-27,0756,N21,VIIRS,n,2.0NRT,300.66,1.86,D
30.45585,76.03447,335.58,0.39,0.36,2024-10-27,0756,N21,VIIRS,n,2.0NRT,304.4,13.36,D
30.4637,76.2731,345.44,0.39,0.36,2024-10-27,0756,N21,VIIRS,n,2.0NRT,302.95,5.94,D
30.64027,75.78284,331.3,0.39,0.36,2024-10-27,0756,N21,VIIRS,l,2.0NRT,301.72,4.89,D
30.71556,76.41879,332.09,0.39,0.36,2024-10-27,0756,N21,VIIRS,n,2.0NRT,300.96,2.71,D
30.67006,76.34908,339.13,0.39,0.36,2024-10-27,0756,N21,VIIRS,n,2.0NRT,303.57,15.19,D
30.65023,76.3739,331.95,0.39,0.36,2024-10-27,0756,N21,VIIRS,n,2.0NRT,301.73,1.86,D
30.83511,75.4915,333.84,0.4,0.37,2024-10-27,0758,N21,VIIRS,l,2.0NRT,305.45,2.8,D
30.83579,75.49561,332.97,0.4,0.37,2024-10-27,0758,N21,VIIRS,l,2.0NRT,304.58,2.8,D
30.95828,76.27258,332.62,0.39,0.36,2024-10-27,0758,N21,VIIRS,n,2.0NRT,302.18,4.61,D
30.89267,76.26595,331.82,0.39,0.36,2024-10-27,0758,N21,VIIRS,n,2.0NRT,300.61,2.06,D
30.79549,76.14978,330.25,0.39,0.36,2024-10-27,0758,N21,VIIRS,n,2.0NRT,300.35,1.84,D
31.03361,75.63985,332.05,0.39,0.36,2024-10-27,0758,N21,VIIRS,n,2.0NRT,301.93,10.79,D
31.00302,75.41335,335.39,0.4,0.37,2024-10-27,0758,N21,VIIRS,n,2.0NRT,304.69,4.9,D
31.11173,75.76162,331.59,0.39,0.36,2024-10-27,0758,N21,VIIRS,l,2.0NRT,301.78,2.63,D
31.13348,76.25716,335.59,0.39,0.36,2024-10-27,0758,N21,VIIRS,n,2.0NRT,300.8,3.68,D
30.92734,75.90933,345.31,0.39,0.36,2024-10-27,0758,N21,VIIRS,n,2.0NRT,305.36,6.57,D
30.97269,76.27776,331.2,0.39,0.36,2024-10-27,0758,N21,VIIRS,l,2.0NRT,301.5,2.11,D
30.6726,76.36233,336.48,0.56,0.43,2024-10-28,0737,N21,VIIRS,n,2.0NRT,301.82,6.96,D
30.6753,75.50386,331.21,0.42,0.45,2024-10-28,0737,N21,VIIRS,n,2.0NRT,301.57,2.31,D
30.57985,76.32609,334.88,0.57,0.43,2024-10-28,0737,N21,VIIRS,n,2.0NRT,302.07,9.93,D
30.54603,75.38972,351.11,0.42,0.45,2024-10-28,0737,N21,VIIRS,n,2.0NRT,306.69,24.35,D
30.45724,76.14126,347.41,0.39,0.44,2024-10-28,0737,N21,VIIRS,n,2.0NRT,302.38,6.75,D
30.4228,76.19576,344.87,0.39,0.44,2024-10-28,0737,N21,VIIRS,n,2.0NRT,302.4,5.41,D
30.4201,76.19676,341.64,0.39,0.44,2024-10-28,0737,N21,VIIRS,n,2.0NRT,302.15,6.56,D
31.30398,75.7061,303.39,0.38,0.59,2024-10-28,2002,N21,VIIRS,n,2.0NRT,290.16,0.72,N
30.52254,75.93852,331.66,0.37,0.58,2024-10-29,0720,N21,VIIRS,n,2.0NRT,299.47,10.1,D
30.47574,75.7254,340.92,0.38,0.59,2024-10-29,0720,N21,VIIRS,n,2.0NRT,299.08,4.05,D
30.81024,76.28707,333.13,0.35,0.57,2024-10-29,0720,N21,VIIRS,n,2.0NRT,299.63,2.53,D
30.81269,76.28609,334.62,0.35,0.57,2024-10-29,0720,N21,VIIRS,n,2.0NRT,299.66,2.71,D
31.01554,76.20712,330.52,0.35,0.57,2024-10-29,0720,N21,VIIRS,n,2.0NRT,299.05,1.56,D
30.52163,75.9348,355.04,0.37,0.58,2024-10-29,0720,N21,VIIRS,n,2.0NRT,301.6,10.1,D
30.45236,76.03782,330.18,0.37,0.58,2024-10-29,0720,N21,VIIRS,n,2.0NRT,299.71,2.28,D
30.54585,76.31174,340.42,0.35,0.57,2024-10-29,0720,N21,VIIRS,n,2.0NRT,301.2,3.65,D
30.82222,75.91694,335.36,0.68,0.74,2024-10-29,0900,N21,VIIRS,n,2.0NRT,298.61,13.04,D
30.97749,75.47382,330.76,0.33,0.55,2024-10-30,0839,N21,VIIRS,n,2.0NRT,300.69,1.79,D
30.49967,75.76987,340.47,0.34,0.56,2024-10-30,0839,N21,VIIRS,n,2.0NRT,300.31,2.97,D
30.47889,75.70188,344.25,0.33,0.56,2024-10-30,0839,N21,VIIRS,n,2.0NRT,300.88,5.09,D
30.46735,75.68574,330.42,0.33,0.55,2024-10-30,0839,N21,VIIRS,n,2.0NRT,299.33,1.72,D
30.46401,75.68686,330.48,0.33,0.55,2024-10-30,0839,N21,VIIRS,n,2.0NRT,298.97,1.46,D
30.59515,76.25321,340.26,0.36,0.57,2024-10-30,0839,N21,VIIRS,n,2.0NRT,300.48,3.33,D
30.95308,76.08324,344.81,0.36,0.57,2024-10-30,0839,N21,VIIRS,n,2.0NRT,301.32,5.43,D
31.19358,75.83512,367,0.35,0.56,2024-10-30,0841,N21,VIIRS,h,2.0NRT,304.13,11.8,D
31.14827,75.39812,342.04,0.32,0.55,2024-10-30,0841,N21,VIIRS,n,2.0NRT,302.2,4.79,D
30.47689,75.73988,331.95,0.53,0.42,2024-10-31,0822,N21,VIIRS,n,2.0NRT,303.23,3.12,D
30.43992,76.29821,335.13,0.57,0.43,2024-10-31,0822,N21,VIIRS,n,2.0NRT,304.65,4.55,D
30.45827,76.03594,334.61,0.55,0.43,2024-10-31,0822,N21,VIIRS,n,2.0NRT,304.26,6.52,D
31.04639,75.40633,330.53,0.52,0.42,2024-10-31,0822,N21,VIIRS,n,2.0NRT,303.62,3.33,D
31.12704,76.27368,330.94,0.38,0.44,2024-10-31,0822,N21,VIIRS,n,2.0NRT,303.09,1.49,D
31.0819,75.90849,335.79,0.55,0.43,2024-10-31,0822,N21,VIIRS,n,2.0NRT,303.54,5.69,D
30.98579,75.41236,332.11,0.52,0.41,2024-10-31,0822,N21,VIIRS,n,2.0NRT,303.41,4.04,D
30.96322,75.84711,331.94,0.55,0.42,2024-10-31,0822,N21,VIIRS,l,2.0NRT,303.01,3.43,D
30.97222,76.24878,335.43,0.57,0.43,2024-10-31,0822,N21,VIIRS,n,2.0NRT,303.57,5.64,D
30.97075,76.27232,343.46,0.38,0.43,2024-10-31,0822,N21,VIIRS,n,2.0NRT,303.22,5.07,D
30.94043,76.25353,332.02,0.57,0.43,2024-10-31,0822,N21,VIIRS,n,2.0NRT,303.61,3.14,D
30.82949,76.29588,333.44,0.38,0.43,2024-10-31,0822,N21,VIIRS,n,2.0NRT,302.82,3.1,D
30.83276,76.36457,340.14,0.39,0.44,2024-10-31,0822,N21,VIIRS,n,2.0NRT,308.01,11.56,D
30.82877,76.36517,334.91,0.39,0.44,2024-10-31,0822,N21,VIIRS,n,2.0NRT,302.89,2.03,D
30.71604,75.3763,331,0.51,0.41,2024-10-31,0822,N21,VIIRS,n,2.0NRT,304.14,2.79,D
30.76684,76.19146,333.52,0.57,0.43,2024-10-31,0822,N21,VIIRS,n,2.0NRT,305.43,4.86,D
30.63495,75.37523,337.29,0.51,0.41,2024-10-31,0822,N21,VIIRS,n,2.0NRT,305.97,23.88,D
30.64062,75.59397,340.48,0.53,0.42,2024-10-31,0822,N21,VIIRS,n,2.0NRT,303.71,7.3,D
30.58165,75.41299,343.51,0.51,0.41,2024-10-31,0822,N21,VIIRS,n,2.0NRT,304.23,18.2,D
30.6805,76.41896,352.85,0.39,0.44,2024-10-31,0822,N21,VIIRS,n,2.0NRT,309.09,13.58,D
30.56776,75.45875,333.54,0.52,0.41,2024-10-31,0822,N21,VIIRS,n,2.0NRT,304.01,5.93,D
30.66806,76.41671,334.4,0.39,0.44,2024-10-31,0822,N21,VIIRS,n,2.0NRT,303.32,3.75,D
30.66407,76.41731,331.07,0.39,0.44,2024-10-31,0822,N21,VIIRS,l,2.0NRT,303.12,3.75,D
30.60832,76.30157,334.6,0.57,0.43,2024-10-31,0822,N21,VIIRS,n,2.0NRT,307.88,22.01,D
30.60863,76.41175,343.69,0.39,0.44,2024-10-31,0822,N21,VIIRS,n,2.0NRT,305.54,12.58,D
30.48527,75.38085,337.33,0.51,0.41,2024-10-31,0822,N21,VIIRS,n,2.0NRT,303.2,6.26,D
30.59513,76.32767,332.71,0.57,0.43,2024-10-31,0822,N21,VIIRS,n,2.0NRT,302.92,3.31,D
30.57858,76.32408,330.72,0.57,0.43,2024-10-31,0822,N21,VIIRS,n,2.0NRT,303.36,4.36,D
30.57714,76.34748,335.8,0.38,0.43,2024-10-31,0822,N21,VIIRS,n,2.0NRT,304.23,4.48,D
30.57759,76.35145,338.42,0.38,0.43,2024-10-31,0822,N21,VIIRS,n,2.0NRT,305.31,4.48,D
30.54766,76.12002,333.1,0.56,0.43,2024-10-31,0822,N21,VIIRS,n,2.0NRT,303.7,5.5,D
30.54948,76.31636,332.68,0.57,0.43,2024-10-31,0822,N21,VIIRS,n,2.0NRT,303.09,3.95,D
30.5462,76.36015,344.55,0.38,0.43,2024-10-31,0822,N21,VIIRS,n,2.0NRT,307.4,18.29,D
30.54794,76.37607,349.45,0.38,0.43,2024-10-31,0822,N21,VIIRS,n,2.0NRT,307.68,19.82,D
30.53738,76.35341,339.66,0.38,0.43,2024-10-31,0822,N21,VIIRS,n,2.0NRT,304.41,5.14,D
30.53782,76.35738,339.91,0.38,0.43,2024-10-31,0822,N21,VIIRS,n,2.0NRT,303.84,5.14,D
30.42422,75.45003,330.84,0.51,0.41,2024-10-31,0822,N21,VIIRS,n,2.0NRT,302.61,4.69,D
30.85109,75.9483,308.61,0.39,0.36,2024-10-31,2046,N21,VIIRS,n,2.0NRT,292.49,0.98,N
30.815,76.29235,332.8,0.39,0.36,2024-11-01,0805,N21,VIIRS,n,2.0NRT,305.55,2.32,D
30.76462,75.97271,340.16,0.39,0.36,2024-11-01,0805,N21,VIIRS,n,2.0NRT,307.67,5.34,D
30.74351,75.89895,334.32,0.39,0.36,2024-11-01,0805,N21,VIIRS,n,2.0NRT,305.42,5.18,D
30.74022,75.8996,340.81,0.39,0.36,2024-11-01,0805,N21,VIIRS,n,2.0NRT,309.14,15.3,D
30.79345,76.28419,342.75,0.39,0.36,2024-11-01,0805,N21,VIIRS,n,2.0NRT,309.19,13.09,D
30.69131,75.61873,332.37,0.38,0.36,2024-11-01,0805,N21,VIIRS,n,2.0NRT,304.43,1.57,D
30.58027,75.38283,333.31,0.38,0.36,2024-11-01,0805,N21,VIIRS,n,2.0NRT,305.37,4.14,D
30.57698,75.3835,344.35,0.38,0.36,2024-11-01,0805,N21,VIIRS,n,2.0NRT,306.47,4.14,D
30.63181,75.74433,335.5,0.38,0.36,2024-11-01,0805,N21,VIIRS,n,2.0NRT,309.9,12.61,D
30.6365,75.91113,335.61,0.39,0.36,2024-11-01,0805,N21,VIIRS,l,2.0NRT,306.11,4.75,D
30.69984,76.38824,332.76,0.39,0.36,2024-11-01,0805,N21,VIIRS,n,2.0NRT,306.49,2.79,D
30.63401,75.9854,331.34,0.39,0.36,2024-11-01,0805,N21,VIIRS,n,2.0NRT,303.36,1.4,D
30.59985,75.82441,331.14,0.38,0.36,2024-11-01,0805,N21,VIIRS,n,2.0NRT,304.38,1.8,D
30.60224,75.84021,332.66,0.38,0.36,2024-11-01,0805,N21,VIIRS,l,2.0NRT,307.21,4.82,D
30.627,76.05242,334.12,0.39,0.36,2024-11-01,0805,N21,VIIRS,n,2.0NRT,307.39,2.81,D
30.57583,75.80448,334.27,0.38,0.36,2024-11-01,0805,N21,VIIRS,n,2.0NRT,307.31,2.71,D
30.64849,76.34012,340.52,0.39,0.36,2024-11-01,0805,N21,VIIRS,n,2.0NRT,306.91,4.21,D
30.65729,76.40037,341.08,0.39,0.36,2024-11-01,0805,N21,VIIRS,n,2.0NRT,305.8,3.95,D
30.58916,75.96133,336.25,0.39,0.36,2024-11-01,0805,N21,VIIRS,n,2.0NRT,305.88,5.54,D
30.59653,76.03362,346.08,0.39,0.36,2024-11-01,0805,N21,VIIRS,n,2.0NRT,310.02,5.24,D
30.61778,76.17722,333.17,0.39,0.36,2024-11-01,0805,N21,VIIRS,n,2.0NRT,306.88,2.39,D
30.52886,75.60557,334.08,0.38,0.36,2024-11-01,0805,N21,VIIRS,n,2.0NRT,304.67,2.69,D
30.54478,75.73306,334.16,0.38,0.36,2024-11-01,0805,N21,VIIRS,n,2.0NRT,306.94,3.87,D
30.61835,76.29651,331.72,0.39,0.36,2024-11-01,0805,N21,VIIRS,l,2.0NRT,303.97,1.59,D
30.62539,76.34464,334.25,0.39,0.36,2024-11-01,0805,N21,VIIRS,l,2.0NRT,308.13,7.85,D
30.52806,75.71192,332.18,0.38,0.36,2024-11-01,0805,N21,VIIRS,n,2.0NRT,305.28,6.61,D
30.52477,75.71259,332.99,0.38,0.36,2024-11-01,0805,N21,VIIRS,n,2.0NRT,307.42,6.61,D
30.551,75.88709,336.85,0.38,0.36,2024-11-01,0805,N21,VIIRS,n,2.0NRT,307.69,3.26,D
30.55694,75.92683,342.47,0.39,0.36,2024-11-01,0805,N21,VIIRS,n,2.0NRT,307.47,10.17,D
30.61059,76.28979,333.69,0.39,0.36,2024-11-01,0805,N21,VIIRS,n,2.0NRT,307.76,2.34,D
30.58438,76.13454,332.83,0.39,0.36,2024-11-01,0805,N21,VIIRS,n,2.0NRT,305.3,3.73,D
