latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
31.24463,76.07712,339.83,0.36,0.57,2025-05-10,0839,N21,VIIRS,n,2.0NRT,296.97,4.67,D
31.23275,76.05955,337.71,0.36,0.57,2025-05-10,0839,N21,VIIRS,n,2.0NRT,297.42,6.05,D
31.2275,76.06009,338.38,0.36,0.57,2025-05-10,0839,N21,VIIRS,n,2.0NRT,296.07,11.4,D
31.22776,76.06384,352.18,0.36,0.57,2025-05-10,0839,N21,VIIRS,n,2.0NRT,295.27,11.4,D
31.22804,76.06757,367,0.36,0.57,2025-05-10,0839,N21,VIIRS,h,2.0NRT,297.82,21,D
31.21114,75.90903,367,0.35,0.57,2025-05-10,0839,N21,VIIRS,h,2.0NRT,298.44,9.73,D
31.17173,75.52224,330.77,0.33,0.55,2025-05-10,0839,N21,VIIRS,n,2.0NRT,294.39,4.14,D
31.21904,76.23913,332.51,0.37,0.58,2025-05-10,0839,N21,VIIRS,n,2.0NRT,293.32,3.45,D
31.1656,75.50901,367,0.33,0.55,2025-05-10,0839,N21,VIIRS,h,2.0NRT,291.25,7.2,D
31.17088,75.71697,330.51,0.34,0.56,2025-05-10,0839,N21,VIIRS,n,2.0NRT,298.35,1.85,D
31.16209,75.50996,333.82,0.33,0.55,2025-05-10,0839,N21,VIIRS,n,2.0NRT,288.62,1.97,D
31.22023,76.23879,335.59,0.36,0.58,2025-05-10,0839,N21,VIIRS,n,2.0NRT,294.01,5.65,D
31.17383,75.71696,330.48,0.34,0.56,2025-05-10,0839,N21,VIIRS,n,2.0NRT,297.58,0.75,D
31.19597,76.13138,338.04,0.36,0.57,2025-05-10,0839,N21,VIIRS,n,2.0NRT,296.07,4.99,D
31.17233,75.89483,367,0.35,0.57,2025-05-10,0839,N21,VIIRS,h,2.0NRT,300.82,8.62,D
31.15886,75.99232,331.34,0.35,0.57,2025-05-10,0839,N21,VIIRS,n,2.0NRT,292.55,1.99,D
31.14355,75.86121,346.43,0.35,0.56,2025-05-10,0839,N21,VIIRS,n,2.0NRT,293.34,5.04,D
31.14382,75.86483,336.65,0.35,0.56,2025-05-10,0839,N21,VIIRS,n,2.0NRT,295.02,5.04,D
30.42695,76.19362,354.75,0.36,0.57,2025-05-10,0839,N21,VIIRS,n,2.0NRT,297.44,9.4,D
30.42797,76.07139,334.73,0.35,0.57,2025-05-10,0839,N21,VIIRS,n,2.0NRT,289.52,5.97,D
30.44419,76.07701,340.6,0.35,0.57,2025-05-10,0839,N21,VIIRS,n,2.0NRT,292.5,4.02,D
30.44129,76.0407,332.25,0.35,0.57,2025-05-10,0839,N21,VIIRS,n,2.0NRT,294.26,2.46,D
30.46374,76.25727,332.5,0.36,0.57,2025-05-10,0839,N21,VIIRS,n,2.0NRT,297.8,1.93,D
30.44326,75.9353,367,0.34,0.56,2025-05-10,0839,N21,VIIRS,h,2.0NRT,300.47,11.93,D
30.44704,75.98187,331.68,0.35,0.56,2025-05-10,0839,N21,VIIRS,n,2.0NRT,297.82,2.23,D
30.44355,75.93887,351.65,0.34,0.56,2025-05-10,0839,N21,VIIRS,n,2.0NRT,299.29,11.93,D
30.47488,76.26366,332.26,0.36,0.57,2025-05-10,0839,N21,VIIRS,n,2.0NRT,297.91,1.21,D
30.44872,75.93833,341.06,0.34,0.56,2025-05-10,0839,N21,VIIRS,n,2.0NRT,300.53,3.03,D
30.44843,75.93476,332.37,0.34,0.56,2025-05-10,0839,N21,VIIRS,n,2.0NRT,299.96,3.03,D
30.46585,76.29108,330.1,0.36,0.57,2025-05-10,0839,N21,VIIRS,n,2.0NRT,298.04,1.75,D
30.46342,76.25726,332.03,0.36,0.57,2025-05-10,0839,N21,VIIRS,n,2.0NRT,297.42,1.89,D
30.44531,75.93829,367,0.34,0.56,2025-05-10,0839,N21,VIIRS,h,2.0NRT,300.72,12.96,D
30.44504,75.93472,367,0.34,0.56,2025-05-10,0839,N21,VIIRS,h,2.0NRT,300.9,12.96,D
30.44852,75.98136,333.27,0.35,0.56,2025-05-10,0839,N21,VIIRS,n,2.0NRT,298.32,1.82,D
30.47452,76.26364,333.07,0.36,0.57,2025-05-10,0839,N21,VIIRS,n,2.0NRT,297.87,2.13,D
30.45048,75.93773,331.85,0.34,0.56,2025-05-10,0839,N21,VIIRS,n,2.0NRT,299.9,2.44,D
30.45054,75.86952,336.29,0.34,0.56,2025-05-10,0839,N21,VIIRS,n,2.0NRT,299.45,2.52,D
30.47964,76.1173,354.45,0.35,0.57,2025-05-10,0839,N21,VIIRS,n,2.0NRT,298.28,5.72,D
30.43341,75.51611,330.48,0.32,0.55,2025-05-10,0839,N21,VIIRS,n,2.0NRT,297.54,1.42,D
30.47009,75.9212,367,0.34,0.56,2025-05-10,0839,N21,VIIRS,h,2.0NRT,300.32,7.76,D
30.46927,75.91051,332.06,0.34,0.56,2025-05-10,0839,N21,VIIRS,n,2.0NRT,298.99,2.47,D
30.49342,76.16038,367,0.35,0.57,2025-05-10,0839,N21,VIIRS,h,2.0NRT,302.73,33.8,D
30.49314,76.15668,335.75,0.35,0.57,2025-05-10,0839,N21,VIIRS,n,2.0NRT,290.84,33.8,D
30.49176,76.13825,348.15,0.35,0.57,2025-05-10,0839,N21,VIIRS,n,2.0NRT,298.45,6.03,D
30.49312,76.0863,330.67,0.35,0.57,2025-05-10,0839,N21,VIIRS,n,2.0NRT,294.21,2.45,D
30.50252,76.14082,367,0.35,0.57,2025-05-10,0839,N21,VIIRS,h,2.0NRT,296.49,14.46,D
30.5053,76.17776,336.88,0.36,0.57,2025-05-10,0839,N21,VIIRS,n,2.0NRT,296.75,4.86,D
30.46855,75.7016,330.9,0.33,0.55,2025-05-10,0839,N21,VIIRS,n,2.0NRT,297.26,2.03,D
30.50776,76.14027,342.1,0.35,0.57,2025-05-10,0839,N21,VIIRS,n,2.0NRT,296.59,4.76,D
30.52121,76.10915,330.51,0.35,0.57,2025-05-10,0839,N21,VIIRS,n,2.0NRT,294.41,2.36,D
30.53681,76.17448,338.8,0.36,0.57,2025-05-10,0839,N21,VIIRS,n,2.0NRT,296.54,3.51,D
30.51158,75.78831,334.37,0.34,0.56,2025-05-10,0839,N21,VIIRS,n,2.0NRT,292.73,3.47,D
30.54303,76.05156,353.31,0.35,0.57,2025-05-10,0839,N21,VIIRS,n,2.0NRT,299.53,6.27,D
30.55158,76.01351,340.38,0.35,0.57,2025-05-10,0839,N21,VIIRS,n,2.0NRT,284.42,11.77,D
30.55184,76.01713,356,0.35,0.57,2025-05-10,0839,N21,VIIRS,l,2.0NRT,285.52,13.82,D
31.16261,75.92604,306.24,0.55,0.43,2025-05-10,2104,N21,VIIRS,n,2.0NRT,292.05,1.13,N
31.16373,75.92036,305.27,0.55,0.43,2025-05-10,2104,N21,VIIRS,n,2.0NRT,291.77,0.77,N
31.16532,75.93278,301.78,0.55,0.43,2025-05-10,2104,N21,VIIRS,n,2.0NRT,291.75,1.13,N
31.1599,75.91931,305.76,0.55,0.43,2025-05-10,2104,N21,VIIRS,n,2.0NRT,292.01,1.15,N
31.0481,75.80505,301.36,0.55,0.43,2025-05-10,2104,N21,VIIRS,n,2.0NRT,288.37,0.58,N
31.04697,75.81068,299.5,0.55,0.43,2025-05-10,2104,N21,VIIRS,n,2.0NRT,282.14,0.58,N
30.42839,76.00887,307.93,0.38,0.44,2025-05-10,2104,N21,VIIRS,n,2.0NRT,292.11,0.88,N
30.42687,76.011,304.56,0.38,0.44,2025-05-10,2104,N21,VIIRS,n,2.0NRT,292.01,0.94,N
30.44083,75.68931,339.09,0.53,0.42,2025-05-11,0820,N21,VIIRS,l,2.0NRT,309.82,8.88,D
30.43639,75.65091,336.37,0.53,0.42,2025-05-11,0820,N21,VIIRS,l,2.0NRT,308.15,7.9,D
30.47221,75.92854,343.17,0.55,0.42,2025-05-11,0820,N21,VIIRS,l,2.0NRT,313.65,17.57,D
30.44977,75.7328,349.15,0.53,0.42,2025-05-11,0820,N21,VIIRS,n,2.0NRT,309.35,12.7,D
30.48906,76.04195,336.8,0.55,0.43,2025-05-11,0820,N21,VIIRS,l,2.0NRT,310.73,9.71,D
30.4748,75.91663,339.43,0.54,0.42,2025-05-11,0820,N21,VIIRS,l,2.0NRT,311.77,8.38,D
30.48063,75.93301,341.71,0.55,0.42,2025-05-11,0820,N21,VIIRS,l,2.0NRT,312.67,17.76,D
30.46129,75.69732,339.75,0.53,0.42,2025-05-11,0820,N21,VIIRS,l,2.0NRT,311.22,7.83,D
30.47931,75.81873,344.21,0.54,0.42,2025-05-11,0820,N21,VIIRS,n,2.0NRT,311.29,10.09,D
30.47802,75.80756,340.78,0.54,0.42,2025-05-11,0820,N21,VIIRS,l,2.0NRT,312.26,11.52,D
30.49749,75.94197,342.81,0.55,0.42,2025-05-11,0820,N21,VIIRS,l,2.0NRT,316.65,15.38,D
30.48318,75.81813,344.7,0.54,0.42,2025-05-11,0820,N21,VIIRS,n,2.0NRT,312.17,10.09,D
30.46961,75.70164,336.93,0.53,0.42,2025-05-11,0820,N21,VIIRS,l,2.0NRT,310.37,6.57,D
30.5317,76.20663,338.29,0.56,0.43,2025-05-11,0820,N21,VIIRS,l,2.0NRT,311.46,12.41,D
30.47926,75.75076,340.99,0.53,0.42,2025-05-11,0820,N21,VIIRS,l,2.0NRT,311.46,20.85,D
30.47345,75.70103,339.37,0.53,0.42,2025-05-11,0820,N21,VIIRS,l,2.0NRT,311.14,8.31,D
30.56366,76.4184,339.82,0.39,0.44,2025-05-11,0820,N21,VIIRS,l,2.0NRT,310.9,3.29,D
30.47871,75.48757,337.33,0.52,0.41,2025-05-11,0820,N21,VIIRS,l,2.0NRT,307.54,3.42,D
30.5632,76.41439,336.67,0.39,0.44,2025-05-11,0820,N21,VIIRS,l,2.0NRT,310.86,3.29,D
30.42566,76.40089,334.47,0.38,0.44,2025-05-11,0820,N21,VIIRS,l,2.0NRT,309,1.12,D
30.43028,76.08691,337.57,0.56,0.43,2025-05-11,0820,N21,VIIRS,l,2.0NRT,309.11,10.73,D
30.42633,76.08662,341.21,0.56,0.43,2025-05-11,0820,N21,VIIRS,n,2.0NRT,311.12,11.56,D
30.44466,76.07211,342.09,0.55,0.43,2025-05-11,0820,N21,VIIRS,l,2.0NRT,313.99,12.8,D
30.4524,76.10612,349.03,0.56,0.43,2025-05-11,0820,N21,VIIRS,n,2.0NRT,312.01,14.95,D
30.42262,75.83884,344.18,0.54,0.42,2025-05-11,0820,N21,VIIRS,n,2.0NRT,309.38,10.07,D
30.46379,75.92406,340.24,0.55,0.42,2025-05-11,0820,N21,VIIRS,l,2.0NRT,313.57,10.93,D
30.42562,75.59154,336.95,0.52,0.42,2025-05-11,0820,N21,VIIRS,n,2.0NRT,306.69,4.32,D
30.69887,75.42747,340.13,0.52,0.41,2025-05-11,0822,N21,VIIRS,n,2.0NRT,309.07,6.91,D
30.5606,76.07621,336.63,0.56,0.43,2025-05-11,0822,N21,VIIRS,l,2.0NRT,307.75,3.26,D
30.52826,75.78654,339.17,0.54,0.42,2025-05-11,0822,N21,VIIRS,n,2.0NRT,308.6,6.22,D
30.52763,75.78096,338.86,0.54,0.42,2025-05-11,0822,N21,VIIRS,l,2.0NRT,309.01,6.22,D
30.56005,76.03525,339.99,0.55,0.43,2025-05-11,0822,N21,VIIRS,l,2.0NRT,311.64,13.66,D
30.55367,75.97793,337.5,0.55,0.43,2025-05-11,0822,N21,VIIRS,l,2.0NRT,309.05,4.31,D
30.56396,76.03466,339.51,0.55,0.43,2025-05-11,0822,N21,VIIRS,l,2.0NRT,310.93,8.68,D
30.52023,75.64699,336.74,0.53,0.42,2025-05-11,0822,N21,VIIRS,l,2.0NRT,308.32,4.78,D
30.56788,76.03407,337.27,0.55,0.43,2025-05-11,0822,N21,VIIRS,l,2.0NRT,310.44,8.68,D
30.57629,76.07382,339.68,0.56,0.43,2025-05-11,0822,N21,VIIRS,n,2.0NRT,308.2,6.64,D
30.56996,75.94643,337.59,0.55,0.43,2025-05-11,0822,N21,VIIRS,l,2.0NRT,310.94,5.37,D
30.52112,75.4535,340.85,0.52,0.41,2025-05-11,0822,N21,VIIRS,n,2.0NRT,307.72,23.01,D
30.52933,75.45767,338.13,0.52,0.41,2025-05-11,0822,N21,VIIRS,n,2.0NRT,304.21,8.46,D
30.58167,75.841,337.73,0.54,0.42,2025-05-11,0822,N21,VIIRS,n,2.0NRT,305.8,4.69,D
30.60571,76.01659,336.51,0.55,0.43,2025-05-11,0822,N21,VIIRS,l,2.0NRT,310.57,14.44,D
30.60506,76.01086,345.62,0.55,0.43,2025-05-11,0822,N21,VIIRS,n,2.0NRT,313.69,14.44,D
30.64901,76.36553,343.25,0.39,0.44,2025-05-11,0822,N21,VIIRS,n,2.0NRT,310.54,4.54,D
30.65434,76.37696,337.61,0.39,0.44,2025-05-11,0822,N21,VIIRS,l,2.0NRT,309.47,3.81,D
30.62011,76.07308,333.08,0.56,0.43,2025-05-11,0822,N21,VIIRS,l,2.0NRT,307.03,3.78,D
30.61802,75.95065,338.49,0.55,0.43,2025-05-11,0822,N21,VIIRS,l,2.0NRT,312.74,5.28,D
30.59708,75.7702,339.17,0.54,0.42,2025-05-11,0822,N21,VIIRS,n,2.0NRT,308.32,17.98,D
30.62192,75.95005,341.61,0.55,0.43,2025-05-11,0822,N21,VIIRS,n,2.0NRT,313.34,5.28,D
30.64366,76.06953,339.52,0.56,0.43,2025-05-11,0822,N21,VIIRS,n,2.0NRT,308.61,7.75,D
30.61258,75.80196,348.51,0.54,0.42,2025-05-11,0822,N21,VIIRS,n,2.0NRT,309.6,9.01,D
30.58451,75.53142,332.79,0.52,0.42,2025-05-11,0822,N21,VIIRS,l,2.0NRT,303.31,2.85,D
30.63884,75.95908,335.36,0.55,0.43,2025-05-11,0822,N21,VIIRS,l,2.0NRT,308.86,3.65,D
30.64337,76.06775,335.44,0.56,0.43,2025-05-11,0822,N21,VIIRS,l,2.0NRT,308.09,7.33,D
30.61388,75.79974,348.42,0.54,0.42,2025-05-11,0822,N21,VIIRS,n,2.0NRT,310.58,9.05,D
30.58796,75.53418,330.16,0.52,0.42,2025-05-11,0822,N21,VIIRS,l,2.0NRT,304.56,3.03,D
30.6392,75.95712,339.18,0.55,0.43,2025-05-11,0822,N21,VIIRS,l,2.0NRT,310.06,7.15,D
30.64384,75.92737,340.79,0.55,0.43,2025-05-11,0822,N21,VIIRS,n,2.0NRT,309.42,5.9,D
30.65154,75.96103,344.14,0.55,0.43,2025-05-11,0822,N21,VIIRS,n,2.0NRT,308.52,6.24,D
30.64165,75.76694,340.53,0.54,0.42,2025-05-11,0822,N21,VIIRS,n,2.0NRT,309.64,8.27,D
30.6678,75.96438,348.56,0.55,0.43,2025-05-11,0822,N21,VIIRS,n,2.0NRT,310,8.57,D
30.66715,75.95865,335.17,0.55,0.43,2025-05-11,0822,N21,VIIRS,l,2.0NRT,307.59,8.57,D
30.6756,75.96319,336.85,0.55,0.43,2025-05-11,0822,N21,VIIRS,l,2.0NRT,308.79,5.33,D
30.67047,75.91748,343.87,0.55,0.43,2025-05-11,0822,N21,VIIRS,n,2.0NRT,308.75,12.68,D
30.70223,76.09421,333.38,0.56,0.43,2025-05-11,0822,N21,VIIRS,l,2.0NRT,306.37,5.74,D
30.68022,75.89861,341.35,0.55,0.42,2025-05-11,0822,N21,VIIRS,l,2.0NRT,312.83,10.88,D
30.70616,76.09361,343.11,0.56,0.43,2025-05-11,0822,N21,VIIRS,n,2.0NRT,308.26,5.74,D
30.69382,75.94875,341.81,0.55,0.43,2025-05-11,0822,N21,VIIRS,n,2.0NRT,308.21,8.57,D
30.67126,75.68306,335.54,0.53,0.42,2025-05-11,0822,N21,VIIRS,l,2.0NRT,308,4.08,D
30.70616,75.9178,339.68,0.55,0.43,2025-05-11,0822,N21,VIIRS,l,2.0NRT,313.41,13.1,D
30.66286,75.47826,339.17,0.52,0.42,2025-05-11,0822,N21,VIIRS,n,2.0NRT,306.47,8.24,D
30.70803,75.83096,332.43,0.54,0.42,2025-05-11,0822,N21,VIIRS,l,2.0NRT,307.27,1.73,D
30.72306,75.92683,336.12,0.55,0.43,2025-05-11,0822,N21,VIIRS,l,2.0NRT,310.15,6.96,D
30.71846,75.88697,345.62,0.55,0.42,2025-05-11,0822,N21,VIIRS,n,2.0NRT,312.95,9.89,D
30.75144,76.10457,337.05,0.56,0.43,2025-05-11,0822,N21,VIIRS,n,2.0NRT,306.67,13.21,D
30.75077,76.09874,348.32,0.56,0.43,2025-05-11,0822,N21,VIIRS,n,2.0NRT,310.11,13.21,D
30.74736,76.03421,346.18,0.56,0.43,2025-05-11,0822,N21,VIIRS,n,2.0NRT,312.39,14.08,D
30.73409,75.91935,340.44,0.55,0.43,2025-05-11,0822,N21,VIIRS,l,2.0NRT,314.78,11,D
30.73402,75.88461,342.82,0.55,0.42,2025-05-11,0822,N21,VIIRS,l,2.0NRT,314.92,14.16,D
30.75072,76.10407,343.17,0.56,0.43,2025-05-11,0822,N21,VIIRS,n,2.0NRT,305.96,10.43,D
30.75009,76.09823,348.44,0.56,0.43,2025-05-11,0822,N21,VIIRS,n,2.0NRT,310.27,13.47,D
30.74707,76.03359,347.7,0.56,0.43,2025-05-11,0822,N21,VIIRS,n,2.0NRT,312.7,12.7,D
30.73449,75.91853,344.11,0.55,0.43,2025-05-11,0822,N21,VIIRS,l,2.0NRT,314.81,13.89,D
30.73073,75.88431,342.05,0.55,0.42,2025-05-11,0822,N21,VIIRS,l,2.0NRT,313.03,7,D
30.73462,75.88371,341.28,0.55,0.42,2025-05-11,0822,N21,VIIRS,l,2.0NRT,314.14,7,D
30.70241,75.52618,331.1,0.52,0.42,2025-05-11,0822,N21,VIIRS,l,2.0NRT,302.62,6.25,D
30.69684,75.47728,330.45,0.52,0.42,2025-05-11,0822,N21,VIIRS,l,2.0NRT,303.08,5.48,D
30.76787,76.07773,337.69,0.56,0.43,2025-05-11,0822,N21,VIIRS,l,2.0NRT,310.63,6.22,D
30.73693,75.76267,348.31,0.54,0.42,2025-05-11,0822,N21,VIIRS,n,2.0NRT,310.65,10.39,D
30.749,75.83531,336.79,0.54,0.42,2025-05-11,0822,N21,VIIRS,l,2.0NRT,308.25,3.24,D
30.70266,75.42686,338.38,0.52,0.41,2025-05-11,0822,N21,VIIRS,n,2.0NRT,307.4,7.12,D
30.76305,75.92576,344.07,0.55,0.43,2025-05-11,0822,N21,VIIRS,l,2.0NRT,314.54,17.55,D
30.71716,75.45203,338.1,0.52,0.41,2025-05-11,0822,N21,VIIRS,n,2.0NRT,307.77,4.48,D
30.71467,75.43044,336.64,0.52,0.41,2025-05-11,0822,N21,VIIRS,n,2.0NRT,306.57,3.13,D
30.79147,76.07414,345.98,0.56,0.43,2025-05-11,0822,N21,VIIRS,n,2.0NRT,310.33,9.69,D
30.73225,75.54929,334.43,0.53,0.42,2025-05-11,0822,N21,VIIRS,l,2.0NRT,306.88,6.2,D
30.72034,75.44604,347.04,0.52,0.41,2025-05-11,0822,N21,VIIRS,n,2.0NRT,309.85,19.58,D
30.71971,75.44064,336.17,0.52,0.41,2025-05-11,0822,N21,VIIRS,l,2.0NRT,308.59,3.9,D
30.78186,75.952,341.78,0.55,0.43,2025-05-11,0822,N21,VIIRS,l,2.0NRT,311.85,18.27,D
30.72101,75.41846,338.4,0.52,0.41,2025-05-11,0822,N21,VIIRS,n,2.0NRT,307.43,4.91,D
30.85948,76.36076,343.71,0.39,0.44,2025-05-11,0822,N21,VIIRS,n,2.0NRT,312.14,10.38,D
30.7628,75.51114,339.13,0.52,0.42,2025-05-11,0822,N21,VIIRS,n,2.0NRT,306.09,5.31,D
30.75579,75.45144,334.62,0.52,0.42,2025-05-11,0822,N21,VIIRS,l,2.0NRT,307.79,5.78,D
30.79749,75.77619,339.92,0.54,0.42,2025-05-11,0822,N21,VIIRS,n,2.0NRT,304.99,11.83,D
30.77814,75.60914,338.1,0.53,0.42,2025-05-11,0822,N21,VIIRS,n,2.0NRT,308.05,6.06,D
30.82878,75.98001,338.57,0.55,0.43,2025-05-11,0822,N21,VIIRS,l,2.0NRT,309.91,5.62,D
30.82278,75.85856,340.29,0.55,0.42,2025-05-11,0822,N21,VIIRS,n,2.0NRT,309.58,6.78,D
30.84716,76.03611,341.9,0.56,0.43,2025-05-11,0822,N21,VIIRS,l,2.0NRT,314.54,9.51,D
30.82667,75.85796,339.59,0.55,0.42,2025-05-11,0822,N21,VIIRS,l,2.0NRT,312.69,6.78,D
30.82601,75.85229,344.89,0.55,0.42,2025-05-11,0822,N21,VIIRS,n,2.0NRT,313.1,15.5,D
30.82339,75.82962,337.92,0.54,0.42,2025-05-11,0822,N21,VIIRS,l,2.0NRT,308.25,11.01,D
30.85375,76.05879,337.77,0.56,0.43,2025-05-11,0822,N21,VIIRS,l,2.0NRT,309.6,5.88,D
30.82661,75.82336,334.43,0.54,0.42,2025-05-11,0822,N21,VIIRS,l,2.0NRT,306.41,6.32,D
30.85368,76.02332,347.67,0.56,0.43,2025-05-11,0822,N21,VIIRS,n,2.0NRT,313.95,10.32,D
30.85168,76.00593,348.74,0.56,0.43,2025-05-11,0822,N21,VIIRS,n,2.0NRT,314.87,9.77,D
30.80685,75.58785,334.25,0.53,0.42,2025-05-11,0822,N21,VIIRS,l,2.0NRT,305.03,3.23,D
30.80036,75.53305,333.17,0.53,0.42,2025-05-11,0822,N21,VIIRS,l,2.0NRT,305.44,4.63,D
30.85752,75.98738,340.5,0.55,0.43,2025-05-11,0822,N21,VIIRS,l,2.0NRT,313.63,7.83,D
30.80938,75.57627,333.28,0.53,0.42,2025-05-11,0822,N21,VIIRS,l,2.0NRT,306.88,5.61,D
30.84736,76.04006,338.68,0.56,0.43,2025-05-11,0822,N21,VIIRS,l,2.0NRT,312.75,10.46,D
30.85318,76.05695,337.42,0.56,0.43,2025-05-11,0822,N21,VIIRS,l,2.0NRT,309.64,5.36,D
30.82745,75.82114,337.06,0.54,0.42,2025-05-11,0822,N21,VIIRS,n,2.0NRT,306.51,4.49,D
30.85333,76.02142,339.96,0.56,0.43,2025-05-11,0822,N21,VIIRS,l,2.0NRT,312.91,11.08,D
30.85143,76.00401,350.18,0.56,0.43,2025-05-11,0822,N21,VIIRS,n,2.0NRT,315.96,11.58,D
30.80522,75.58588,337.76,0.53,0.42,2025-05-11,0822,N21,VIIRS,n,2.0NRT,305.26,5.02,D
30.79965,75.53644,333.89,0.53,0.42,2025-05-11,0822,N21,VIIRS,l,2.0NRT,306.23,4.75,D
30.87645,76.16093,333.78,0.57,0.43,2025-05-11,0822,N21,VIIRS,l,2.0NRT,305.56,3.49,D
30.80915,75.55168,347.14,0.53,0.42,2025-05-11,0822,N21,VIIRS,n,2.0NRT,306.4,7.46,D
30.80853,75.5462,336.7,0.53,0.42,2025-05-11,0822,N21,VIIRS,n,2.0NRT,306.64,7.46,D
30.82044,75.6172,334.99,0.53,0.42,2025-05-11,0822,N21,VIIRS,l,2.0NRT,307.41,2.25,D
30.80138,75.38148,347.82,0.52,0.41,2025-05-11,0822,N21,VIIRS,n,2.0NRT,303.35,18,D
30.82383,75.5438,330.27,0.53,0.42,2025-05-11,0822,N21,VIIRS,l,2.0NRT,304.14,2.4,D
30.89581,76.04456,344.23,0.56,0.43,2025-05-11,0822,N21,VIIRS,l,2.0NRT,315.9,15.54,D
30.92195,76.17219,340.85,0.57,0.43,2025-05-11,0822,N21,VIIRS,n,2.0NRT,310.8,12.35,D
30.92597,76.0638,341.21,0.56,0.43,2025-05-11,0822,N21,VIIRS,n,2.0NRT,310.64,13.86,D
30.92531,76.05795,341.06,0.56,0.43,2025-05-11,0822,N21,VIIRS,n,2.0NRT,310.85,13.86,D
30.92925,76.05736,346.24,0.56,0.43,2025-05-11,0822,N21,VIIRS,n,2.0NRT,313.2,25.69,D
30.90377,75.76336,339.1,0.54,0.42,2025-05-11,0822,N21,VIIRS,l,2.0NRT,309.83,8.11,D
30.89728,75.67307,340.33,0.54,0.42,2025-05-11,0822,N21,VIIRS,n,2.0NRT,309.16,8.38,D
30.97021,76.2793,344.59,0.38,0.44,2025-05-11,0822,N21,VIIRS,n,2.0NRT,310.34,4.75,D
30.91134,75.57294,336.85,0.53,0.42,2025-05-11,0822,N21,VIIRS,n,2.0NRT,305.14,5.55,D
30.91921,75.50451,338.08,0.53,0.42,2025-05-11,0822,N21,VIIRS,n,2.0NRT,306.2,5.21,D
30.97531,75.97174,337.82,0.56,0.43,2025-05-11,0822,N21,VIIRS,l,2.0NRT,308.16,5,D
30.92303,75.50391,339.91,0.53,0.42,2025-05-11,0822,N21,VIIRS,n,2.0NRT,307.8,5.21,D
30.95258,75.73111,350.16,0.54,0.42,2025-05-11,0822,N21,VIIRS,n,2.0NRT,311.74,24.11,D
30.95645,75.73051,338.27,0.54,0.42,2025-05-11,0822,N21,VIIRS,n,2.0NRT,306.15,24.11,D
30.94082,75.52348,337.26,0.53,0.42,2025-05-11,0822,N21,VIIRS,l,2.0NRT,309.7,6.8,D
31.02148,76.21022,347.45,0.57,0.43,2025-05-11,0822,N21,VIIRS,n,2.0NRT,311.46,13.93,D
30.94024,75.4845,336.95,0.52,0.42,2025-05-11,0822,N21,VIIRS,l,2.0NRT,307.48,10.57,D
31.0357,76.22939,343.25,0.38,0.43,2025-05-11,0822,N21,VIIRS,l,2.0NRT,313.39,14.23,D
31.03526,76.2254,354.52,0.38,0.43,2025-05-11,0822,N21,VIIRS,n,2.0NRT,316.55,14.23,D
31.03341,76.20843,341.47,0.57,0.43,2025-05-11,0822,N21,VIIRS,l,2.0NRT,311.88,5.83,D
31.03275,76.20245,338.37,0.57,0.43,2025-05-11,0822,N21,VIIRS,l,2.0NRT,311.95,5.83,D
31.03924,76.22478,349.28,0.38,0.43,2025-05-11,0822,N21,VIIRS,n,2.0NRT,314.68,15.94,D
31.04203,76.1768,338.28,0.57,0.43,2025-05-11,0822,N21,VIIRS,l,2.0NRT,311.38,10.7,D
31.02823,76.05265,337.9,0.56,0.43,2025-05-11,0822,N21,VIIRS,n,2.0NRT,305.92,3.59,D
31.0493,76.13343,342.22,0.57,0.43,2025-05-11,0822,N21,VIIRS,n,2.0NRT,311.84,11.19,D
31.05326,76.13284,337.56,0.57,0.43,2025-05-11,0822,N21,VIIRS,l,2.0NRT,311.49,7.01,D
31.01777,75.81903,346.86,0.55,0.42,2025-05-11,0822,N21,VIIRS,n,2.0NRT,307.52,13.67,D
31.06451,76.16129,334.86,0.57,0.43,2025-05-11,0822,N21,VIIRS,l,2.0NRT,309.55,5.48,D
31.03272,75.84578,347.91,0.55,0.43,2025-05-11,0822,N21,VIIRS,n,2.0NRT,309.26,13.13,D
31.06108,76.05955,339.34,0.56,0.43,2025-05-11,0822,N21,VIIRS,n,2.0NRT,306.43,6.43,D
31.03661,75.84518,340.42,0.55,0.43,2025-05-11,0822,N21,VIIRS,n,2.0NRT,308.15,6.61,D
31.08754,76.11557,337.18,0.57,0.43,2025-05-11,0822,N21,VIIRS,l,2.0NRT,307.75,9.62,D
31.04549,75.75115,338.08,0.54,0.42,2025-05-11,0822,N21,VIIRS,l,2.0NRT,308.89,6.97,D
31.00303,75.39146,336.08,0.52,0.41,2025-05-11,0822,N21,VIIRS,l,2.0NRT,309.3,10.87,D
31.0024,75.39026,344.88,0.52,0.42,2025-05-11,0822,N21,VIIRS,n,2.0NRT,308.92,10.9,D
31.0865,76.11499,336.84,0.57,0.43,2025-05-11,0822,N21,VIIRS,l,2.0NRT,307.57,6.95,D
31.04663,75.74995,341.85,0.54,0.42,2025-05-11,0822,N21,VIIRS,n,2.0NRT,310.32,7.73,D
31.05051,75.74935,343.04,0.54,0.42,2025-05-11,0822,N21,VIIRS,n,2.0NRT,310.9,7.73,D
