latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
30.49451,75.39627,341.97,0.51,0.49,2024-11-18,0832,N20,VIIRS,n,2,301.85,7.51,D,0
30.57215,76.03025,340.02,0.56,0.51,2024-11-18,0832,N20,VIIRS,n,2,300.19,7.12,D,0
30.52247,75.49621,332.59,0.52,0.5,2024-11-18,0832,N20,VIIRS,n,2,301.24,6.21,D,0
30.54262,75.66,332.99,0.53,0.5,2024-11-18,0832,N20,VIIRS,n,2,298.25,2.14,D,0
30.54551,75.54297,344.23,0.52,0.5,2024-11-18,0832,N20,VIIRS,n,2,300.57,5.62,D,0
30.62532,76.35037,331.98,0.58,0.52,2024-11-18,0832,N20,VIIRS,n,2,298.21,2.77,D,0
30.5728,76.02637,340.3,0.56,0.51,2024-11-18,0832,N20,VIIRS,n,2,300.72,7.07,D,0
30.5452,75.54441,342,0.52,0.5,2024-11-18,0832,N20,VIIRS,n,2,300.77,6.49,D,0
30.58876,75.9892,336.96,0.55,0.51,2024-11-18,0832,N20,VIIRS,n,2,301.13,4.14,D,0
30.62432,76.353,332.79,0.58,0.52,2024-11-18,0832,N20,VIIRS,n,2,298.08,4.25,D,0
30.58042,75.73048,341.27,0.54,0.5,2024-11-18,0832,N20,VIIRS,n,2,300.32,8.34,D,0
30.61525,75.91016,333.62,0.55,0.51,2024-11-18,0832,N20,VIIRS,n,2,300.2,2.91,D,0
30.61486,75.85233,333.39,0.54,0.51,2024-11-18,0832,N20,VIIRS,n,2,299.79,3,D,0
30.61242,75.77225,340.13,0.54,0.51,2024-11-18,0832,N20,VIIRS,n,2,302.57,6.67,D,0
30.63563,75.92529,339.76,0.55,0.51,2024-11-18,0832,N20,VIIRS,n,2,300.96,6.1,D,0
30.59843,75.46662,335.85,0.52,0.5,2024-11-18,0832,N20,VIIRS,n,2,302.5,5.77,D,0
30.64091,75.8782,339.19,0.55,0.51,2024-11-18,0832,N20,VIIRS,n,2,300.65,5.58,D,0
30.6198,75.64693,334.78,0.53,0.5,2024-11-18,0832,N20,VIIRS,n,2,300.64,2.38,D,0
30.6091,75.53131,331.33,0.52,0.5,2024-11-18,0832,N20,VIIRS,n,2,300.42,2.62,D,0
30.61065,75.44878,339.12,0.52,0.5,2024-11-18,0832,N20,VIIRS,n,2,301.51,4.66,D,0
30.6076,75.41647,334.52,0.51,0.5,2024-11-18,0832,N20,VIIRS,n,2,300.45,3.87,D,0
30.65133,75.78493,334.55,0.54,0.51,2024-11-18,0832,N20,VIIRS,n,2,298.78,3.08,D,0
30.66278,75.80654,340.95,0.54,0.51,2024-11-18,0832,N20,VIIRS,n,2,301.49,4.09,D,0
30.6398,75.5609,339.09,0.52,0.5,2024-11-18,0832,N20,VIIRS,n,2,302.32,15.61,D,0
30.64642,75.53246,342.67,0.52,0.5,2024-11-18,0832,N20,VIIRS,n,2,298.34,5.56,D,0
30.65457,75.52045,340.51,0.52,0.5,2024-11-18,0832,N20,VIIRS,n,2,299.32,8.65,D,0
30.66048,75.80526,336.37,0.54,0.51,2024-11-18,0832,N20,VIIRS,n,2,300.16,4.1,D,0
30.65999,75.79958,334.31,0.54,0.51,2024-11-18,0832,N20,VIIRS,n,2,299.63,4.1,D,0
30.63964,75.56474,340.3,0.52,0.5,2024-11-18,0832,N20,VIIRS,n,2,300,8.23,D,0
30.652,75.65275,333.59,0.53,0.5,2024-11-18,0832,N20,VIIRS,n,2,300.59,3.16,D,0
30.64596,75.53074,343.76,0.52,0.5,2024-11-18,0832,N20,VIIRS,n,2,298.36,6.01,D,0
30.75078,75.50731,330.38,0.52,0.5,2024-11-18,0832,N20,VIIRS,n,2,299.34,3.53,D,0
30.74662,75.46367,339.89,0.52,0.5,2024-11-18,0832,N20,VIIRS,n,2,298.01,5.1,D,0
30.74621,75.46108,346.81,0.52,0.5,2024-11-18,0832,N20,VIIRS,n,2,298.13,7.2,D,0
30.81898,75.59695,334.18,0.53,0.5,2024-11-18,0832,N20,VIIRS,n,2,299,4.03,D,0
30.85468,75.38248,336.4,0.51,0.5,2024-11-18,0832,N20,VIIRS,n,2,296.84,5.4,D,0
30.96696,76.06082,334.47,0.57,0.52,2024-11-18,0832,N20,VIIRS,n,2,299.28,4.41,D,0
30.97173,76.06029,346.35,0.57,0.52,2024-11-18,0832,N20,VIIRS,n,2,300.68,16.3,D,0
31.0212,76.18222,330.69,0.58,0.52,2024-11-18,0832,N20,VIIRS,n,2,298.4,3.21,D,0
30.95508,75.41257,333.83,0.52,0.5,2024-11-18,0832,N20,VIIRS,n,2,299,3.23,D,0
30.95915,75.4066,332.06,0.52,0.5,2024-11-18,0832,N20,VIIRS,n,2,299.48,3.17,D,0
30.98204,75.59881,335.34,0.53,0.5,2024-11-18,0832,N20,VIIRS,n,2,296.83,2.84,D,0
31.02044,76.18025,330.51,0.58,0.52,2024-11-18,0832,N20,VIIRS,n,2,298.29,3.99,D,0
30.98509,75.59589,340.4,0.53,0.5,2024-11-18,0832,N20,VIIRS,n,2,299.21,6.09,D,0
31.00031,75.6623,333.3,0.54,0.51,2024-11-18,0832,N20,VIIRS,n,2,299.63,2.86,D,0
31.00099,75.61671,330.42,0.53,0.5,2024-11-18,0832,N20,VIIRS,n,2,299.95,2.1,D,0
31.0202,75.56926,330.01,0.53,0.5,2024-11-18,0832,N20,VIIRS,n,2,299.17,3.7,D,0
31.03156,75.5398,330.63,0.53,0.5,2024-11-18,0832,N20,VIIRS,n,2,300.07,2.81,D,0
31.0645,75.64338,340.5,0.54,0.5,2024-11-18,0832,N20,VIIRS,n,2,301.86,5.3,D,0
31.07116,75.56326,346.99,0.53,0.5,2024-11-18,0832,N20,VIIRS,n,2,299.79,4.16,D,0
31.14136,76.28394,332.66,0.59,0.53,2024-11-18,0832,N20,VIIRS,n,2,297.12,4.98,D,0
31.0758,75.56272,330.31,0.53,0.5,2024-11-18,0832,N20,VIIRS,n,2,300.05,4.16,D,0
31.0752,75.50665,333.81,0.53,0.5,2024-11-18,0832,N20,VIIRS,n,2,300.13,4.03,D,0
31.07493,75.5654,339.68,0.53,0.5,2024-11-18,0832,N20,VIIRS,n,2,300.41,5.05,D,0
31.07444,75.55981,331.98,0.53,0.5,2024-11-18,0832,N20,VIIRS,n,2,299.8,5.05,D,0
31.13992,76.28151,333.16,0.59,0.53,2024-11-18,0832,N20,VIIRS,n,2,298.62,3.88,D,0
30.65418,75.51868,348.86,0.52,0.5,2024-11-18,0832,N20,VIIRS,n,2,300.19,6.94,D,0
30.67044,75.54444,330.17,0.52,0.5,2024-11-18,0832,N20,VIIRS,n,2,299.23,2.84,D,0
30.7105,75.94461,340.32,0.55,0.51,2024-11-18,0832,N20,VIIRS,n,2,299.89,8.88,D,0
30.68844,75.69361,333.87,0.53,0.5,2024-11-18,0832,N20,VIIRS,n,2,298.25,3.08,D,0
30.68052,75.40044,331.73,0.51,0.5,2024-11-18,0832,N20,VIIRS,n,2,300.38,1.48,D,0
30.72565,75.68928,342.61,0.53,0.5,2024-11-18,0832,N20,VIIRS,n,2,300.34,8.2,D,0
30.71144,75.48434,339.36,0.52,0.5,2024-11-18,0832,N20,VIIRS,n,2,299.37,4.68,D,0
30.83465,75.56269,297.12,0.46,0.39,2024-11-18,2056,N20,VIIRS,n,2,282.92,0.68,N,0
30.83537,75.56551,303.04,0.46,0.39,2024-11-18,2056,N20,VIIRS,n,2,282.4,0.83,N,0
30.44431,75.94474,335.72,0.46,0.39,2024-11-19,0813,N20,VIIRS,n,2,306.3,3.18,D,0
30.43802,75.8342,333.59,0.46,0.39,2024-11-19,0813,N20,VIIRS,n,2,301.51,4.52,D,0
30.43744,75.82946,332.98,0.46,0.39,2024-11-19,0813,N20,VIIRS,n,2,300.94,4.23,D,0
30.47453,76.10197,333.18,0.47,0.4,2024-11-19,0813,N20,VIIRS,n,2,302.01,2.56,D,0
30.44453,75.85728,332.99,0.46,0.39,2024-11-19,0813,N20,VIIRS,n,2,303.08,3.34,D,0
30.4416,75.8336,331.24,0.46,0.39,2024-11-19,0813,N20,VIIRS,n,2,304.11,4.52,D,0
30.44101,75.82887,346.96,0.46,0.39,2024-11-19,0813,N20,VIIRS,n,2,303.47,4.23,D,0
30.44641,75.81351,333.23,0.45,0.39,2024-11-19,0813,N20,VIIRS,n,2,303.32,1.54,D,0
30.45292,75.83656,338.4,0.46,0.39,2024-11-19,0813,N20,VIIRS,n,2,307.2,11.72,D,0
30.4488,75.80348,336.13,0.45,0.39,2024-11-19,0813,N20,VIIRS,n,2,303.67,2.41,D,0
30.43591,75.70024,343.32,0.45,0.39,2024-11-19,0813,N20,VIIRS,n,2,303.26,9.63,D,0
30.45238,75.80288,330.57,0.45,0.39,2024-11-19,0813,N20,VIIRS,n,2,303.18,2.41,D,0
30.45061,75.78874,332.91,0.45,0.39,2024-11-19,0813,N20,VIIRS,l,2,305.44,2.42,D,0
30.45536,75.79758,332.56,0.45,0.39,2024-11-19,0813,N20,VIIRS,l,2,303.85,4.65,D,0
30.45418,75.78815,332.86,0.45,0.39,2024-11-19,0813,N20,VIIRS,l,2,304.7,2.68,D,0
30.48088,75.91435,337.89,0.46,0.39,2024-11-19,0813,N20,VIIRS,n,2,304.15,3.86,D,0
30.42025,75.40638,335.5,0.44,0.38,2024-11-19,0813,N20,VIIRS,n,2,306.52,3.85,D,0
30.47917,75.8129,333.58,0.45,0.39,2024-11-19,0813,N20,VIIRS,n,2,302.62,3.14,D,0
30.43431,75.43191,333.68,0.44,0.38,2024-11-19,0813,N20,VIIRS,l,2,306.28,4.53,D,0
30.47858,75.72175,334.74,0.45,0.39,2024-11-19,0813,N20,VIIRS,l,2,305,1.99,D,0
30.48214,75.72116,336.64,0.45,0.39,2024-11-19,0813,N20,VIIRS,n,2,303.68,5.29,D,0
30.48211,75.66393,335.5,0.45,0.39,2024-11-19,0813,N20,VIIRS,n,2,302.88,2.53,D,0
30.56831,76.26173,332.7,0.48,0.4,2024-11-19,0813,N20,VIIRS,n,2,300.75,2.67,D,0
30.52327,75.81525,334.61,0.46,0.39,2024-11-19,0813,N20,VIIRS,n,2,304.43,2.89,D,0
30.53475,75.74323,330.01,0.45,0.39,2024-11-19,0813,N20,VIIRS,l,2,304.7,2.11,D,0
30.49877,75.39943,334.57,0.44,0.38,2024-11-19,0813,N20,VIIRS,n,2,302.83,1.93,D,0
30.51572,75.44789,334.4,0.44,0.38,2024-11-19,0813,N20,VIIRS,n,2,304.91,4.26,D,0
30.57214,75.80929,333.05,0.46,0.39,2024-11-19,0813,N20,VIIRS,l,2,304.64,3.81,D,0
30.53096,75.48279,335.34,0.44,0.39,2024-11-19,0813,N20,VIIRS,n,2,302.9,1.74,D,0
30.55036,75.55013,334.68,0.44,0.39,2024-11-19,0813,N20,VIIRS,n,2,304.78,3.36,D,0
30.58765,75.75845,335.3,0.45,0.39,2024-11-19,0813,N20,VIIRS,n,2,303.94,3.03,D,0
30.60075,75.77555,333.9,0.45,0.39,2024-11-19,0813,N20,VIIRS,l,2,304.31,4.26,D,0
30.59717,75.74724,339.6,0.45,0.39,2024-11-19,0813,N20,VIIRS,n,2,303.95,4.05,D,0
30.64101,76.03759,332.42,0.47,0.39,2024-11-19,0813,N20,VIIRS,n,2,299.75,2.01,D,0
30.58164,75.5685,332.6,0.45,0.39,2024-11-19,0813,N20,VIIRS,n,2,299.4,3.31,D,0
30.6307,75.89676,346.26,0.46,0.39,2024-11-19,0813,N20,VIIRS,n,2,305.71,6.07,D,0
30.61505,75.77318,331.7,0.45,0.39,2024-11-19,0813,N20,VIIRS,n,2,300.13,2.08,D,0
30.60725,75.71193,339.57,0.45,0.39,2024-11-19,0813,N20,VIIRS,n,2,300.99,2.3,D,0
30.6464,75.99226,334.71,0.46,0.39,2024-11-19,0813,N20,VIIRS,n,2,303.53,4.33,D,0
30.63188,75.87707,334.36,0.46,0.39,2024-11-19,0813,N20,VIIRS,n,2,301.99,3.12,D,0
30.60481,75.66447,337.6,0.45,0.39,2024-11-19,0813,N20,VIIRS,n,2,302.54,4.19,D,0
30.60713,75.62593,344.57,0.45,0.39,2024-11-19,0813,N20,VIIRS,n,2,303.22,4.46,D,0
30.62014,75.59205,333.65,0.45,0.39,2024-11-19,0813,N20,VIIRS,n,2,301.8,5.57,D,0
30.64183,75.70784,332.06,0.45,0.39,2024-11-19,0813,N20,VIIRS,n,2,301.09,2.46,D,0
30.64598,75.71194,343.71,0.45,0.39,2024-11-19,0813,N20,VIIRS,n,2,303.03,10.13,D,0
30.66314,75.76206,338.45,0.45,0.39,2024-11-19,0813,N20,VIIRS,n,2,302.97,8.78,D,0
30.63908,75.56986,335.37,0.45,0.39,2024-11-19,0813,N20,VIIRS,n,2,301.99,7.27,D,0
30.70479,75.95009,334.95,0.46,0.39,2024-11-19,0813,N20,VIIRS,n,2,304.05,5.44,D,0
30.65915,75.58547,345.71,0.45,0.39,2024-11-19,0813,N20,VIIRS,n,2,301.17,5.37,D,0
30.63506,75.3963,339.44,0.44,0.38,2024-11-19,0813,N20,VIIRS,n,2,302.79,2.99,D,0
30.64796,75.41282,332.92,0.44,0.38,2024-11-19,0813,N20,VIIRS,n,2,303.19,4.15,D,0
30.69646,75.65076,334.38,0.45,0.39,2024-11-19,0813,N20,VIIRS,n,2,302.03,3.38,D,0
30.72935,75.82375,330.31,0.46,0.39,2024-11-19,0813,N20,VIIRS,l,2,301.16,4.61,D,0
30.72201,75.68002,338.54,0.45,0.39,2024-11-19,0813,N20,VIIRS,n,2,305.85,12.24,D,0
30.80676,76.32475,332.9,0.48,0.4,2024-11-19,0813,N20,VIIRS,n,2,300.07,2.69,D,0
30.7382,75.74957,332.35,0.45,0.39,2024-11-19,0813,N20,VIIRS,l,2,304.45,4.84,D,0
30.71043,75.50574,338.31,0.44,0.39,2024-11-19,0813,N20,VIIRS,n,2,302.19,4.56,D,0
30.80578,76.32259,333.55,0.48,0.4,2024-11-19,0813,N20,VIIRS,n,2,299.74,3.52,D,0
30.74063,75.75137,334.11,0.45,0.39,2024-11-19,0813,N20,VIIRS,n,2,302.83,5.28,D,0
30.71041,75.50773,333.22,0.44,0.39,2024-11-19,0813,N20,VIIRS,n,2,302.81,3.39,D,0
30.81501,76.30576,332.39,0.48,0.4,2024-11-19,0813,N20,VIIRS,n,2,300.21,5.33,D,0
30.72859,75.56632,340.41,0.45,0.39,2024-11-19,0813,N20,VIIRS,n,2,303.79,7.3,D,0
30.71986,75.49666,334.65,0.44,0.39,2024-11-19,0813,N20,VIIRS,n,2,303.84,10.17,D,0
30.71928,75.49203,334.52,0.44,0.39,2024-11-19,0813,N20,VIIRS,n,2,301.08,5.8,D,0
30.78435,75.98878,339.69,0.47,0.39,2024-11-19,0813,N20,VIIRS,n,2,302.33,4.39,D,0
30.72577,75.48621,331.98,0.44,0.39,2024-11-19,0813,N20,VIIRS,n,2,299.93,1.99,D,0
30.76456,75.67986,333.07,0.45,0.39,2024-11-19,0813,N20,VIIRS,n,2,301.49,4.59,D,0
30.75581,75.4953,332.29,0.44,0.39,2024-11-19,0813,N20,VIIRS,n,2,301.27,5.77,D,0
30.75522,75.49067,330.42,0.44,0.39,2024-11-19,0813,N20,VIIRS,n,2,301.61,5.77,D,0
30.81992,75.94835,332.76,0.46,0.39,2024-11-19,0813,N20,VIIRS,n,2,301.1,3.09,D,0
30.82654,75.91273,332.1,0.46,0.39,2024-11-19,0813,N20,VIIRS,n,2,299.51,2.73,D,0
30.9068,76.07966,333.36,0.47,0.4,2024-11-19,0813,N20,VIIRS,n,2,301.46,4.27,D,0
30.83981,75.39217,341.1,0.44,0.38,2024-11-19,0813,N20,VIIRS,n,2,302.46,6.84,D,0
30.93831,76.06451,338.64,0.47,0.4,2024-11-19,0813,N20,VIIRS,n,2,300.36,4.14,D,0
30.94583,75.65529,335.38,0.45,0.39,2024-11-19,0813,N20,VIIRS,n,2,304.43,3.79,D,0
30.94845,75.65698,333.51,0.45,0.39,2024-11-19,0813,N20,VIIRS,n,2,302.62,7.33,D,0
30.9587,75.56387,346.15,0.45,0.39,2024-11-19,0813,N20,VIIRS,n,2,302.23,12.19,D,0
30.9464,75.46578,332.9,0.45,0.39,2024-11-19,0813,N20,VIIRS,n,2,303.47,2.52,D,0
30.94527,75.39969,341.86,0.44,0.39,2024-11-19,0813,N20,VIIRS,n,2,306.03,19.87,D,0
30.96704,75.42909,331.93,0.44,0.39,2024-11-19,0813,N20,VIIRS,n,2,299.68,3.78,D,0
31.01806,75.68888,336.65,0.45,0.39,2024-11-19,0813,N20,VIIRS,n,2,302.54,7.8,D,0
31.08124,75.92875,331.08,0.47,0.39,2024-11-19,0813,N20,VIIRS,l,2,301.15,2,D,0
31.06916,75.6433,338.85,0.45,0.39,2024-11-19,0813,N20,VIIRS,n,2,305.26,5.04,D,0
31.07273,75.6427,330.17,0.45,0.39,2024-11-19,0813,N20,VIIRS,n,2,303.99,5.04,D,0
31.06216,75.55767,330.54,0.45,0.39,2024-11-19,0813,N20,VIIRS,n,2,301.97,2.26,D,0
31.19927,75.88398,331.94,0.47,0.39,2024-11-19,0813,N20,VIIRS,n,2,300.74,2.77,D,0
31.20679,75.55956,332.75,0.45,0.39,2024-11-19,0813,N20,VIIRS,n,2,302.55,1.83,D,0
31.16274,75.5165,306.94,0.39,0.37,2024-11-19,2037,N20,VIIRS,n,2,282.86,0.87,N,0
30.85114,75.94741,295.31,0.39,0.36,2024-11-19,2037,N20,VIIRS,n,2,284.87,0.35,N,0
30.47205,76.32324,346.64,0.39,0.36,2024-11-20,0754,N20,VIIRS,n,2,305.6,6.64,D,0
30.42255,75.84266,331.6,0.39,0.36,2024-11-20,0754,N20,VIIRS,l,2,304.22,2.23,D,0
30.45405,75.95315,333.49,0.39,0.36,2024-11-20,0754,N20,VIIRS,n,2,303.28,5.82,D,0
30.4534,75.9491,339.03,0.39,0.36,2024-11-20,0754,N20,VIIRS,n,2,310.89,18.4,D,0
30.47761,75.93224,341.33,0.39,0.36,2024-11-20,0754,N20,VIIRS,n,2,304.59,6.66,D,0
30.4678,75.82959,332,0.39,0.36,2024-11-20,0754,N20,VIIRS,n,2,303.07,1.59,D,0
30.46583,75.7964,330.22,0.39,0.37,2024-11-20,0754,N20,VIIRS,n,2,303.06,1.29,D,0
30.49355,75.90369,337.99,0.39,0.36,2024-11-20,0754,N20,VIIRS,n,2,303.76,3.8,D,0
30.5806,76.36309,331.59,0.39,0.36,2024-11-20,0754,N20,VIIRS,n,2,299.22,1.43,D,0
30.57947,76.33441,333.2,0.39,0.36,2024-11-20,0754,N20,VIIRS,n,2,302.16,2.95,D,0
30.53378,75.96196,335.75,0.39,0.36,2024-11-20,0754,N20,VIIRS,n,2,304.29,2.11,D,0
30.51292,75.81141,331.38,0.39,0.36,2024-11-20,0754,N20,VIIRS,n,2,302.91,1.52,D,0
30.519,75.72168,333.52,0.4,0.37,2024-11-20,0754,N20,VIIRS,n,2,305.18,1.82,D,0
30.56615,75.97172,343.42,0.39,0.36,2024-11-20,0754,N20,VIIRS,n,2,304.99,5.92,D,0
30.54343,75.80901,332.68,0.39,0.36,2024-11-20,0754,N20,VIIRS,n,2,302.62,2.22,D,0
30.47877,75.41178,346.99,0.4,0.37,2024-11-20,0754,N20,VIIRS,n,2,305.82,11.7,D,0
30.47265,75.37456,331.21,0.4,0.37,2024-11-20,0754,N20,VIIRS,n,2,303.05,2.3,D,0
30.57737,75.97767,334.24,0.39,0.36,2024-11-20,0754,N20,VIIRS,n,2,304.21,5.23,D,0
30.61171,76.02434,337.74,0.39,0.36,2024-11-20,0754,N20,VIIRS,n,2,303.41,4.11,D,0
30.61041,76.01627,330.77,0.39,0.36,2024-11-20,0754,N20,VIIRS,n,2,303.93,2.13,D,0
30.5764,75.78489,344.16,0.39,0.36,2024-11-20,0754,N20,VIIRS,n,2,309.51,20.54,D,0
30.541,75.56863,332.85,0.4,0.37,2024-11-20,0754,N20,VIIRS,n,2,305.15,2.55,D,0
30.62062,75.9096,330.51,0.39,0.36,2024-11-20,0754,N20,VIIRS,l,2,304.4,5.8,D,0
30.68352,76.19616,332.89,0.39,0.36,2024-11-20,0754,N20,VIIRS,n,2,299.23,2.58,D,0
30.62541,75.8331,333.11,0.39,0.36,2024-11-20,0754,N20,VIIRS,l,2,307.18,5.34,D,0
30.63739,75.8011,332.52,0.39,0.36,2024-11-20,0754,N20,VIIRS,l,2,302.69,1.48,D,0
30.58883,75.46016,342.77,0.4,0.37,2024-11-20,0754,N20,VIIRS,n,2,305.06,6.29,D,0
30.62562,75.601,339.65,0.4,0.37,2024-11-20,0754,N20,VIIRS,n,2,303.58,4.09,D,0
30.67791,75.90652,340.05,0.39,0.36,2024-11-20,0754,N20,VIIRS,n,2,306.9,7.78,D,0
30.62807,75.60146,344.25,0.4,0.37,2024-11-20,0754,N20,VIIRS,n,2,303.88,5,D,0
30.66212,75.72507,332.4,0.39,0.37,2024-11-20,0754,N20,VIIRS,n,2,302.38,2.57,D,0
30.69315,75.89486,344.25,0.39,0.36,2024-11-20,0754,N20,VIIRS,n,2,305.13,12.48,D,0
30.63651,75.50615,336.23,0.4,0.37,2024-11-20,0754,N20,VIIRS,n,2,303.78,3.21,D,0
30.72921,76.0125,331.59,0.39,0.36,2024-11-20,0754,N20,VIIRS,n,2,300.51,2.3,D,0
30.67805,75.6963,340.84,0.4,0.37,2024-11-20,0754,N20,VIIRS,n,2,307.09,6.6,D,0
30.72775,75.79082,332.95,0.39,0.36,2024-11-20,0754,N20,VIIRS,n,2,301.7,3.26,D,0
30.73565,75.81853,343.57,0.39,0.36,2024-11-20,0754,N20,VIIRS,n,2,306.35,6.93,D,0
30.73503,75.79344,333.38,0.39,0.36,2024-11-20,0754,N20,VIIRS,n,2,304.67,5.19,D,0
30.73835,75.79272,332.26,0.39,0.36,2024-11-20,0754,N20,VIIRS,n,2,305.43,5.19,D,0
30.69381,75.47647,337.17,0.4,0.37,2024-11-20,0754,N20,VIIRS,n,2,302.87,1.48,D,0
30.72512,75.4659,333.48,0.4,0.37,2024-11-20,0754,N20,VIIRS,n,2,299.29,1.91,D,0
30.82785,76.03345,332.39,0.39,0.36,2024-11-20,0754,N20,VIIRS,n,2,300.44,1.55,D,0
30.75179,75.46002,332.98,0.4,0.37,2024-11-20,0754,N20,VIIRS,n,2,301.12,2.15,D,0
30.80923,75.79043,337.6,0.39,0.36,2024-11-20,0754,N20,VIIRS,n,2,302.23,4.87,D,0
30.82704,75.83701,334.21,0.39,0.36,2024-11-20,0754,N20,VIIRS,n,2,302.83,3.16,D,0
30.80922,75.51551,338.53,0.4,0.37,2024-11-20,0754,N20,VIIRS,n,2,299.95,2.65,D,0
30.92206,76.06823,333.05,0.39,0.36,2024-11-20,0754,N20,VIIRS,n,2,301.19,2.38,D,0
30.8172,75.40388,336.4,0.4,0.37,2024-11-20,0754,N20,VIIRS,n,2,304.73,4.92,D,0
30.96212,76.23425,344.82,0.39,0.36,2024-11-20,0754,N20,VIIRS,n,2,300.96,4.31,D,0
30.98733,76.30766,333.19,0.39,0.36,2024-11-20,0754,N20,VIIRS,n,2,299.96,2.67,D,0
30.86588,75.38453,331.22,0.4,0.37,2024-11-20,0754,N20,VIIRS,l,2,302.99,4.83,D,0
30.86922,75.3838,334.69,0.4,0.37,2024-11-20,0754,N20,VIIRS,l,2,305.63,4.83,D,0
30.87855,75.37743,335.01,0.4,0.37,2024-11-20,0754,N20,VIIRS,n,2,303.76,2.64,D,0
31.03061,76.10742,332.49,0.39,0.36,2024-11-20,0754,N20,VIIRS,n,2,301.74,1.77,D,0
31.05077,75.5956,340.44,0.4,0.37,2024-11-20,0754,N20,VIIRS,n,2,302.81,5.01,D,0
31.05232,75.44252,335.51,0.4,0.37,2024-11-20,0754,N20,VIIRS,n,2,302.37,5.7,D,0
31.08116,75.53407,330.1,0.4,0.37,2024-11-20,0754,N20,VIIRS,n,2,302.23,1.91,D,0
31.1739,75.78844,341.29,0.39,0.36,2024-11-20,0754,N20,VIIRS,n,2,306.53,8.37,D,0
30.46017,75.8562,330.19,0.4,0.44,2024-11-21,0735,N20,VIIRS,n,2,300.98,1.51,D,0
30.52088,75.7178,334.1,0.41,0.45,2024-11-21,0735,N20,VIIRS,n,2,302.08,2.99,D,0
30.46064,75.40288,340.33,0.43,0.46,2024-11-21,0735,N20,VIIRS,n,2,302.8,3.51,D,0
30.56627,75.75365,341.51,0.41,0.45,2024-11-21,0735,N20,VIIRS,n,2,303.49,7.21,D,0
30.6104,75.74177,334.77,0.41,0.45,2024-11-21,0735,N20,VIIRS,n,2,297.87,3.59,D,0
30.61079,75.74303,333.72,0.4,0.45,2024-11-21,0735,N20,VIIRS,n,2,297.43,2.61,D,0
30.64933,75.6406,340.69,0.41,0.45,2024-11-21,0735,N20,VIIRS,n,2,302.83,4.67,D,0
30.69707,75.81514,335.88,0.4,0.44,2024-11-21,0735,N20,VIIRS,n,2,300.89,2.29,D,0
30.68671,75.67884,331.09,0.41,0.45,2024-11-21,0735,N20,VIIRS,n,2,298.91,2.21,D,0
30.63374,75.39394,330,0.42,0.45,2024-11-21,0735,N20,VIIRS,n,2,300.27,2.67,D,0
30.85148,76.37103,335.6,0.56,0.43,2024-11-21,0735,N20,VIIRS,n,2,301.14,4.15,D,0
30.8512,76.36921,330.42,0.56,0.43,2024-11-21,0735,N20,VIIRS,n,2,299.9,3.87,D,0
30.72144,75.62199,331.6,0.41,0.45,2024-11-21,0735,N20,VIIRS,n,2,299.85,1.76,D,0
30.79876,75.92092,346.14,0.39,0.44,2024-11-21,0735,N20,VIIRS,n,2,299.31,5.79,D,0
30.78412,75.7014,330.29,0.4,0.45,2024-11-21,0735,N20,VIIRS,n,2,297.39,3.1,D,0
30.7777,75.3801,346.02,0.42,0.45,2024-11-21,0735,N20,VIIRS,n,2,300.61,4.91,D,0
30.8868,75.51643,340.86,0.41,0.45,2024-11-21,0735,N20,VIIRS,n,2,302.31,3.97,D,0
30.9858,75.44118,332.88,0.41,0.45,2024-11-21,0735,N20,VIIRS,n,2,298.92,3.35,D,0
30.98905,75.44075,332.13,0.41,0.45,2024-11-21,0735,N20,VIIRS,n,2,298.76,2.43,D,0
31.11434,76.0136,329.54,0.38,0.43,2024-11-21,0735,N20,VIIRS,n,2,297.88,4.69,D,0
31.11355,76.00967,337.6,0.38,0.43,2024-11-21,0735,N20,VIIRS,n,2,301.8,4.69,D,0
31.03243,75.61018,334.93,0.4,0.45,2024-11-21,0735,N20,VIIRS,n,2,300.46,2.38,D,0
31.03644,75.60908,339.14,0.4,0.45,2024-11-21,0735,N20,VIIRS,n,2,300.24,2.39,D,0
31.04609,75.53177,333.36,0.41,0.45,2024-11-21,0735,N20,VIIRS,n,2,299.37,2.18,D,0
31.14535,75.79511,330.22,0.39,0.44,2024-11-21,0735,N20,VIIRS,l,2,301.38,1.49,D,0
31.00066,75.62659,308.32,0.38,0.59,2024-11-21,1959,N20,VIIRS,n,2,283.45,1.4,N,0
30.49389,76.37716,329.1,0.35,0.57,2024-11-22,0716,N20,VIIRS,n,2,299.33,1.68,D,0
30.56733,75.61883,334.19,0.39,0.59,2024-11-22,0716,N20,VIIRS,n,2,298.27,3.16,D,0
30.71088,75.91878,349.69,0.37,0.58,2024-11-22,0716,N20,VIIRS,n,2,299.43,4.7,D,0
30.64544,75.64899,340.91,0.64,0.72,2024-11-22,0857,N20,VIIRS,n,2,295.82,7.59,D,0
31.06404,75.54755,327.85,0.63,0.72,2024-11-22,0857,N20,VIIRS,n,2,295.32,3.08,D,0
30.44441,75.59232,337.67,0.74,0.76,2024-11-23,0658,N20,VIIRS,n,2,294.87,3.93,D,0
30.52609,75.77619,341.69,0.71,0.75,2024-11-23,0658,N20,VIIRS,n,2,294.32,11.19,D,0
