latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
31.14276,76.02511,332.44,0.39,0.36,2024-09-17,0754,N20,VIIRS,n,2,300.29,2.19,D,0
30.99957,76.25867,328.68,0.36,0.57,2024-09-20,0838,N20,VIIRS,n,2,297.38,1.74,D,0
31.09829,76.02007,367,0.35,0.56,2024-09-20,0838,N20,VIIRS,h,2,297.25,5.57,D,0
31.0749,76.21963,335.33,0.57,0.43,2024-09-21,0819,N20,VIIRS,n,2,300.2,5.72,D,0
31.07393,76.22383,333.23,0.57,0.43,2024-09-21,0819,N20,VIIRS,n,2,299.65,3.71,D,0
31.14052,76.08961,332.15,0.39,0.36,2024-09-22,0800,N20,VIIRS,n,2,298.68,3.22,D,0
31.05871,76.2169,333.23,0.57,0.52,2024-09-24,0723,N20,VIIRS,n,2,296.65,3.66,D,0
31.0674,76.1916,345.88,0.44,0.62,2024-09-25,0844,N20,VIIRS,n,2,293.69,6.09,D,0
30.85719,75.90854,305.75,0.41,0.37,2024-09-26,2049,N20,VIIRS,n,2,293.54,0.78,N,0
30.54038,75.91172,331.14,0.4,0.37,2024-09-27,0806,N20,VIIRS,n,2,296.87,4.38,D,0
30.90665,75.89019,304.96,0.42,0.38,2024-09-27,2030,N20,VIIRS,n,2,293.79,0.63,N,0
30.88193,75.99387,305.94,0.42,0.38,2024-09-27,2030,N20,VIIRS,n,2,292.75,0.55,N,2
30.64304,75.87984,307.28,0.47,0.4,2024-10-01,2056,N20,VIIRS,n,2,296.97,0.73,N,0
30.88392,75.99377,308.78,0.39,0.36,2024-10-02,2037,N20,VIIRS,n,2,296.36,0.86,N,2
30.54679,75.87518,333.95,0.39,0.36,2024-10-03,0754,N20,VIIRS,n,2,306.01,1.6,D,0
30.98822,75.92881,339.49,0.39,0.36,2024-10-03,0754,N20,VIIRS,n,2,304.53,2.68,D,0
31.07029,76.20796,342.72,0.39,0.36,2024-10-03,0754,N20,VIIRS,n,2,304.83,4.68,D,0
30.5049,75.8494,336.51,0.34,0.56,2024-10-06,0838,N20,VIIRS,n,2,296.12,2.11,D,0
30.49381,75.45517,330.91,0.63,0.54,2024-10-06,0838,N20,VIIRS,n,2,295.57,5.06,D,0
30.55743,76.10709,330.77,0.39,0.36,2024-10-07,2043,N20,VIIRS,n,2,298.41,5.34,N,0
30.55677,76.11111,330.83,0.39,0.36,2024-10-07,2043,N20,VIIRS,n,2,298.04,4.6,N,0
30.55347,76.11038,323.74,0.39,0.36,2024-10-07,2043,N20,VIIRS,n,2,294.65,1.91,N,0
30.50137,76.03246,335.42,0.39,0.36,2024-10-08,0800,N20,VIIRS,n,2,302.47,3.95,D,0
30.98266,75.41201,340.4,0.38,0.36,2024-10-08,0801,N20,VIIRS,n,2,301.75,2.83,D,0
30.68881,75.82951,333.27,0.5,0.41,2024-10-09,0742,N20,VIIRS,n,2,302.76,3.3,D,0
31.04088,76.19337,332.33,0.48,0.4,2024-10-09,0742,N20,VIIRS,n,2,302.08,2.37,D,0
30.99605,76.06702,339.88,0.58,0.52,2024-10-10,0723,N20,VIIRS,n,2,299.32,12.89,D,0
30.99666,76.06596,339.55,0.58,0.52,2024-10-10,0723,N20,VIIRS,n,2,299.46,6.71,D,0
30.53651,75.68592,339.38,0.41,0.61,2024-10-11,0844,N20,VIIRS,n,2,297.95,5.86,D,0
30.53622,75.68159,343.24,0.41,0.61,2024-10-11,0844,N20,VIIRS,n,2,300.15,6.77,D,0
30.96649,75.84308,341.72,0.44,0.46,2024-10-12,0826,N20,VIIRS,n,2,304.87,11.94,D,0
30.54998,75.86934,334.23,0.41,0.37,2024-10-13,0807,N20,VIIRS,n,2,305.51,3.22,D,0
30.65962,76.18678,332.59,0.41,0.37,2024-10-13,0807,N20,VIIRS,n,2,301.96,4.05,D,0
30.88406,75.99612,302.73,0.42,0.37,2024-10-13,2031,N20,VIIRS,n,2,292.08,0.38,N,2
30.42369,76.23619,333.67,0.42,0.38,2024-10-14,0748,N20,VIIRS,n,2,301.97,3.67,D,0
30.57875,76.38062,331.3,0.42,0.37,2024-10-14,0748,N20,VIIRS,n,2,301.1,1.94,D,0
30.54727,75.87379,345.25,0.43,0.38,2024-10-14,0748,N20,VIIRS,n,2,306.73,11.22,D,0
30.57136,75.82662,330.37,0.43,0.38,2024-10-14,0748,N20,VIIRS,n,2,301.63,2.91,D,0
30.55083,75.66846,333.17,0.44,0.38,2024-10-14,0748,N20,VIIRS,n,2,303.02,2.6,D,0
30.70964,75.86953,330.95,0.43,0.38,2024-10-14,0748,N20,VIIRS,n,2,300.01,2.72,D,0
30.58752,76.25146,336.87,0.46,0.47,2024-10-15,0729,N20,VIIRS,n,2,303.36,3.91,D,0
30.5921,75.68541,339.57,0.5,0.49,2024-10-15,0729,N20,VIIRS,n,2,300.16,4.79,D,0
31.14453,76.21889,331.65,0.45,0.47,2024-10-15,0729,N20,VIIRS,n,2,303.2,3.26,D,0
30.50496,76.06463,333.59,0.54,0.68,2024-10-16,0851,N20,VIIRS,n,2,299.37,3.71,D,0
31.05868,76.21424,332.2,0.8,0.78,2024-10-17,0652,N20,VIIRS,n,2,296.21,5.93,D,0
30.58011,76.33664,342.31,0.58,0.52,2024-10-17,0832,N20,VIIRS,n,2,301.74,8.36,D,0
30.59351,76.32289,330.46,0.58,0.52,2024-10-17,0832,N20,VIIRS,n,2,302.55,3.23,D,0
30.57902,76.33559,336.14,0.58,0.52,2024-10-17,0832,N20,VIIRS,n,2,302.09,3.91,D,0
30.58386,76.33506,330.26,0.58,0.52,2024-10-17,0832,N20,VIIRS,n,2,301.17,3.91,D,0
30.59251,76.32178,330.16,0.58,0.52,2024-10-17,0832,N20,VIIRS,n,2,302.28,4.12,D,0
31.05714,76.21382,340.31,0.58,0.52,2024-10-17,0832,N20,VIIRS,n,2,301.7,4.16,D,0
31.01299,75.40363,331.59,0.52,0.5,2024-10-17,0832,N20,VIIRS,n,2,302.24,2.9,D,0
30.44777,75.89485,331.48,0.54,0.51,2024-10-17,0832,N20,VIIRS,n,2,301.54,2.8,D,0
30.47376,75.81686,334.55,0.46,0.39,2024-10-18,0813,N20,VIIRS,n,2,304.33,6.94,D,0
31.10518,75.40644,332.79,0.45,0.39,2024-10-18,0813,N20,VIIRS,n,2,304.41,2.68,D,0
30.61709,76.41325,333.25,0.39,0.36,2024-10-19,0754,N20,VIIRS,n,2,303.57,2.49,D,0
30.61647,76.40926,331.48,0.39,0.36,2024-10-19,0754,N20,VIIRS,n,2,302.75,2.25,D,0
30.67342,76.29465,333.77,0.39,0.36,2024-10-19,0754,N20,VIIRS,l,2,304.16,2.66,D,0
30.68458,76.30056,343.17,0.39,0.36,2024-10-19,0754,N20,VIIRS,n,2,305.41,5.64,D,0
30.72794,76.38216,334.25,0.39,0.36,2024-10-19,0754,N20,VIIRS,n,2,303.71,3.05,D,0
30.85616,76.33108,338.14,0.39,0.36,2024-10-19,0754,N20,VIIRS,n,2,305.29,6.59,D,0
30.85946,76.33038,336.18,0.39,0.36,2024-10-19,0754,N20,VIIRS,n,2,302.14,6.59,D,0
30.82855,75.92077,346.09,0.39,0.36,2024-10-19,0754,N20,VIIRS,n,2,304.94,11.07,D,0
30.81439,75.74741,331.71,0.39,0.36,2024-10-19,0754,N20,VIIRS,n,2,301.35,2.09,D,0
30.95368,75.9152,336.6,0.39,0.36,2024-10-19,0754,N20,VIIRS,n,2,305.01,4.84,D,0
30.98547,76.0505,334.59,0.39,0.36,2024-10-19,0754,N20,VIIRS,n,2,302.4,1.82,D,0
30.98877,76.04978,335.69,0.39,0.36,2024-10-19,0754,N20,VIIRS,n,2,302.26,5.55,D,0
30.43543,76.05298,334.92,0.39,0.44,2024-10-20,0735,N20,VIIRS,n,2,300.89,3.29,D,0
30.54955,76.41972,339.2,0.56,0.43,2024-10-20,0735,N20,VIIRS,n,2,304.36,12.73,D,0
30.47477,75.91551,330.03,0.4,0.44,2024-10-20,0735,N20,VIIRS,n,2,299.69,1.88,D,0
30.55276,75.92413,334.47,0.4,0.44,2024-10-20,0735,N20,VIIRS,n,2,300.84,2.96,D,0
30.64664,76.35532,333.84,0.56,0.43,2024-10-20,0735,N20,VIIRS,n,2,303.12,3.98,D,0
30.59099,75.75616,331.11,0.4,0.44,2024-10-20,0735,N20,VIIRS,n,2,299.81,2.64,D,0
30.94786,76.21062,334.56,0.56,0.43,2024-10-20,0736,N20,VIIRS,n,2,303.51,4.26,D,0
30.98787,76.05869,334.21,0.57,0.43,2024-10-20,0736,N20,VIIRS,n,2,302.69,9.79,D,0
30.99004,76.05633,336.67,0.57,0.43,2024-10-20,0736,N20,VIIRS,n,2,300.56,8.28,D,0
30.582,76.17587,346.02,0.36,0.57,2024-10-21,0717,N20,VIIRS,n,2,299.48,3.84,D,0
30.58311,76.17616,336.03,0.36,0.57,2024-10-21,0717,N20,VIIRS,n,2,299.17,3.83,D,0
30.65214,76.35362,330.01,0.65,0.73,2024-10-22,0658,N20,VIIRS,n,2,295.4,3.24,D,0
30.6497,76.35332,330.87,0.65,0.73,2024-10-22,0658,N20,VIIRS,n,2,295.64,4.68,D,0
30.48756,76.37062,342.38,0.36,0.58,2024-10-22,0838,N20,VIIRS,n,2,297.5,3.83,D,0
30.48726,76.36681,335.64,0.36,0.58,2024-10-22,0838,N20,VIIRS,n,2,298.22,3.83,D,0
30.49104,76.36715,352.61,0.36,0.58,2024-10-22,0838,N20,VIIRS,n,2,298.42,7.21,D,0
30.58739,76.29278,330.94,0.36,0.57,2024-10-22,0838,N20,VIIRS,n,2,299.38,2.25,D,0
30.46472,76.10544,335.25,0.56,0.43,2024-10-23,0819,N20,VIIRS,n,2,301.73,13.04,D,0
30.47419,75.79485,332.18,0.54,0.42,2024-10-23,0819,N20,VIIRS,n,2,301.67,6.05,D,0
30.57704,76.33285,340.97,0.38,0.43,2024-10-23,0819,N20,VIIRS,n,2,302.87,9.89,D,0
30.58194,76.26636,338.54,0.57,0.43,2024-10-23,0819,N20,VIIRS,n,2,304.9,29.68,D,0
30.60014,76.32141,339.94,0.38,0.43,2024-10-23,0819,N20,VIIRS,n,2,302.52,4.38,D,0
30.58543,75.93961,331.5,0.55,0.43,2024-10-23,0819,N20,VIIRS,n,2,300.42,2.47,D,0
30.98225,76.30038,330.52,0.39,0.44,2024-10-23,0820,N20,VIIRS,n,2,301.71,2.42,D,0
30.9946,76.33984,330.02,0.39,0.44,2024-10-23,0820,N20,VIIRS,n,2,299.93,4.62,D,0
31.16312,76.26614,345.02,0.39,0.44,2024-10-23,0820,N20,VIIRS,n,2,304.86,12.22,D,0
31.15749,75.37434,332.04,0.52,0.42,2024-10-23,0820,N20,VIIRS,l,2,302.87,5.89,D,0
30.58258,76.26381,339.21,0.39,0.36,2024-10-23,2043,N20,VIIRS,n,2,294.67,10.19,N,0
30.45144,76.16921,339.37,0.39,0.36,2024-10-24,0801,N20,VIIRS,n,2,305.44,3.93,D,0
30.47347,76.29673,337.39,0.39,0.36,2024-10-24,0801,N20,VIIRS,n,2,304.38,3.55,D,0
30.5155,76.30508,332.54,0.39,0.36,2024-10-24,0801,N20,VIIRS,n,2,303.55,2.2,D,0
30.57425,76.3844,332.2,0.39,0.36,2024-10-24,0801,N20,VIIRS,n,2,305.8,2.05,D,0
30.64927,76.3616,340.04,0.39,0.36,2024-10-24,0801,N20,VIIRS,n,2,308.03,8.19,D,0
30.66586,76.31361,336.03,0.39,0.36,2024-10-24,0801,N20,VIIRS,n,2,307.95,4.96,D,0
30.83669,75.6752,330.32,0.38,0.36,2024-10-24,0801,N20,VIIRS,l,2,303.42,2.64,D,0
30.97657,76.23408,334.14,0.39,0.36,2024-10-24,0801,N20,VIIRS,n,2,306.62,8.36,D,0
31.00111,75.50259,332.97,0.38,0.36,2024-10-24,0801,N20,VIIRS,l,2,303.86,2.46,D,0
30.99711,75.40875,336.36,0.38,0.36,2024-10-24,0801,N20,VIIRS,n,2,304.84,5.96,D,0
31.18356,76.21088,335.2,0.39,0.36,2024-10-24,0801,N20,VIIRS,n,2,307.03,3.07,D,0
30.88356,75.99498,301.59,0.48,0.4,2024-10-24,2024,N20,VIIRS,n,2,290.65,0.83,N,2
30.50756,75.84309,339.03,0.5,0.41,2024-10-25,0742,N20,VIIRS,n,2,308.83,19.89,D,0
30.50871,75.83975,343.26,0.5,0.41,2024-10-25,0742,N20,VIIRS,n,2,308.6,22.92,D,0
30.63884,76.37409,332.27,0.47,0.4,2024-10-25,0742,N20,VIIRS,n,2,305.66,3.54,D,0
30.67912,75.3984,342.66,0.52,0.42,2024-10-25,0742,N20,VIIRS,n,2,303.92,5.59,D,0
30.9412,76.2105,331.65,0.47,0.4,2024-10-25,0742,N20,VIIRS,n,2,304.96,2.29,D,0
30.54288,76.36801,335.11,0.56,0.52,2024-10-26,0723,N20,VIIRS,n,2,301.1,4.7,D,0
30.69228,76.38907,341.02,0.56,0.51,2024-10-26,0723,N20,VIIRS,n,2,302.35,7.5,D,0
30.61186,75.82874,330.86,0.6,0.53,2024-10-26,0723,N20,VIIRS,n,2,300.03,2.83,D,0
30.79623,76.15339,348.37,0.57,0.52,2024-10-26,0723,N20,VIIRS,n,2,303.47,18.55,D,0
30.92651,75.90945,337.83,0.59,0.53,2024-10-26,0723,N20,VIIRS,n,2,304.74,5.81,D,0
30.92637,75.90863,340.06,0.59,0.53,2024-10-26,0723,N20,VIIRS,n,2,304.98,5.62,D,0
30.79899,76.14934,327.52,0.54,0.68,2024-10-26,1947,N20,VIIRS,n,2,292.37,3.66,N,0
30.79433,76.1486,340.06,0.45,0.63,2024-10-26,2127,N20,VIIRS,n,2,291.96,4.04,N,0
30.53298,76.32637,338.07,0.53,0.67,2024-10-27,0704,N20,VIIRS,n,2,296,4.48,D,0
30.63859,76.38202,367,0.53,0.67,2024-10-27,0704,N20,VIIRS,h,2,295.74,13.2,D,0
30.63722,76.37673,354.19,0.53,0.67,2024-10-27,0704,N20,VIIRS,n,2,297.87,13.2,D,0
30.63902,76.38068,367,0.53,0.67,2024-10-27,0704,N20,VIIRS,h,2,296,18.32,D,0
30.63761,76.37542,346.27,0.53,0.67,2024-10-27,0704,N20,VIIRS,n,2,297.28,16.57,D,0
30.77004,76.38403,340.65,0.52,0.67,2024-10-27,0704,N20,VIIRS,n,2,296.12,5.33,D,0
30.50676,76.33218,349.9,0.45,0.63,2024-10-27,0845,N20,VIIRS,n,2,297.85,5.74,D,0
30.52061,76.3648,331.14,0.45,0.63,2024-10-27,0845,N20,VIIRS,n,2,296.76,3.85,D,0
30.56801,76.38673,351.43,0.46,0.63,2024-10-27,0845,N20,VIIRS,n,2,296.78,7.05,D,0
30.58646,76.30334,330.94,0.45,0.63,2024-10-27,0845,N20,VIIRS,n,2,296.74,3.45,D,0
30.60233,76.36956,332.11,0.46,0.63,2024-10-27,0845,N20,VIIRS,n,2,295.16,2.53,D,0
30.60413,75.69608,332.24,0.41,0.61,2024-10-27,0845,N20,VIIRS,n,2,297.98,2.61,D,0
30.59233,75.45051,352.56,0.4,0.6,2024-10-27,0845,N20,VIIRS,n,2,299.88,6.86,D,0
30.64318,76.37889,335.35,0.46,0.63,2024-10-27,0845,N20,VIIRS,n,2,297.25,3.37,D,0
30.59169,75.45199,355.04,0.4,0.6,2024-10-27,0845,N20,VIIRS,n,2,299.85,5.18,D,0
30.69915,75.96426,351.52,0.43,0.62,2024-10-27,0845,N20,VIIRS,n,2,297.93,8.19,D,0
30.81643,75.4948,335.81,0.41,0.6,2024-10-27,0845,N20,VIIRS,n,2,299.95,2.32,D,0
30.92357,75.91312,330.32,0.43,0.62,2024-10-27,0845,N20,VIIRS,n,2,298.21,3.49,D,0
30.92487,75.91147,338.99,0.43,0.62,2024-10-27,0845,N20,VIIRS,n,2,299.07,4.17,D,0
31.00291,75.37016,350.2,0.4,0.6,2024-10-27,0845,N20,VIIRS,n,2,301.79,5.26,D,0
31.00236,75.3718,333.86,0.4,0.6,2024-10-27,0845,N20,VIIRS,n,2,299.83,5.06,D,0
30.43052,75.97832,334.43,0.45,0.47,2024-10-28,0826,N20,VIIRS,n,2,301.69,2.13,D,0
30.49017,75.92332,340.6,0.44,0.46,2024-10-28,0826,N20,VIIRS,n,2,302.14,4.01,D,0
30.55227,75.90781,340.02,0.44,0.46,2024-10-28,0826,N20,VIIRS,n,2,302.45,5.64,D,0
30.65066,76.41217,346.29,0.48,0.48,2024-10-28,0826,N20,VIIRS,n,2,301.28,7.71,D,0
30.62378,76.01246,335.65,0.45,0.47,2024-10-28,0826,N20,VIIRS,n,2,301.7,4.49,D,0
30.80904,75.65371,332.51,0.43,0.46,2024-10-28,0826,N20,VIIRS,n,2,300.54,2.37,D,0
30.96691,75.43863,344.86,0.42,0.45,2024-10-28,0826,N20,VIIRS,n,2,301.09,5.4,D,0
31.23231,75.85735,330.12,0.45,0.47,2024-10-28,0826,N20,VIIRS,n,2,299.88,2.6,D,0
31.22637,75.44384,301.83,0.4,0.37,2024-10-28,2049,N20,VIIRS,n,2,291.54,0.54,N,0
30.42242,76.3921,331.04,0.42,0.38,2024-10-29,0807,N20,VIIRS,l,2,303.94,2.53,D,0
30.42433,76.38831,344.38,0.42,0.38,2024-10-29,0807,N20,VIIRS,n,2,304.4,4.16,D,0
30.44793,76.04021,349.32,0.41,0.37,2024-10-29,0807,N20,VIIRS,n,2,307.3,15.8,D,0
30.53755,76.16058,332.39,0.41,0.37,2024-10-29,0807,N20,VIIRS,l,2,305.48,3.48,D,0
30.49328,75.83292,340.84,0.41,0.37,2024-10-29,0807,N20,VIIRS,n,2,302.03,5.71,D,0
30.51784,75.93668,336.81,0.41,0.37,2024-10-29,0807,N20,VIIRS,n,2,304.78,4.96,D,0
30.52123,75.93607,337.83,0.41,0.37,2024-10-29,0807,N20,VIIRS,n,2,307.71,25.97,D,0
30.50049,75.78419,336.39,0.4,0.37,2024-10-29,0807,N20,VIIRS,n,2,304.15,6.43,D,0
30.48494,75.67118,335.87,0.4,0.37,2024-10-29,0807,N20,VIIRS,n,2,302.2,3.23,D,0
30.58247,75.9511,333.43,0.41,0.37,2024-10-29,0807,N20,VIIRS,l,2,303.52,5.2,D,0
30.58224,75.94759,337.03,0.41,0.37,2024-10-29,0807,N20,VIIRS,n,2,305.54,6.64,D,0
30.66866,76.36036,338.92,0.42,0.38,2024-10-29,0807,N20,VIIRS,n,2,304.13,3.75,D,0
30.81996,75.92406,335.14,0.41,0.37,2024-10-29,0807,N20,VIIRS,n,2,304.61,3.12,D,0
30.96451,76.30323,334.05,0.42,0.38,2024-10-29,0807,N20,VIIRS,n,2,303.07,4.25,D,0
30.95982,76.13404,340.76,0.42,0.37,2024-10-29,0807,N20,VIIRS,n,2,302.46,4.15,D,0
30.96845,76.1726,330.2,0.42,0.37,2024-10-29,0807,N20,VIIRS,n,2,302.27,2,D,0
31.03737,76.24088,337.99,0.42,0.38,2024-10-29,0807,N20,VIIRS,n,2,304.9,6.47,D,0
30.92865,75.42155,336.74,0.4,0.37,2024-10-29,0807,N20,VIIRS,n,2,304.99,4.08,D,0
30.68054,76.25785,308.07,0.41,0.37,2024-10-29,2031,N20,VIIRS,n,2,292.91,0.97,N,0
30.43074,76.1031,341.36,0.42,0.38,2024-10-30,0748,N20,VIIRS,n,2,304.42,6.8,D,0
30.44206,75.90014,341.48,0.43,0.38,2024-10-30,0748,N20,VIIRS,n,2,302.71,4.29,D,0
30.43631,75.8047,331.82,0.43,0.38,2024-10-30,0748,N20,VIIRS,l,2,304.81,2.26,D,0
30.47838,75.92378,333.52,0.43,0.38,2024-10-30,0748,N20,VIIRS,n,2,302.02,3.41,D,0
30.45091,75.76424,344,0.43,0.38,2024-10-30,0748,N20,VIIRS,n,2,302.85,6.63,D,0
30.44892,75.76574,343.11,0.43,0.38,2024-10-30,0748,N20,VIIRS,n,2,302.27,6.8,D,0
30.48046,75.92421,343.59,0.43,0.38,2024-10-30,0748,N20,VIIRS,n,2,303.67,8.17,D,0
30.56194,76.37361,345.95,0.41,0.37,2024-10-30,0748,N20,VIIRS,n,2,304.17,7.04,D,0
30.43949,75.65148,332.3,0.44,0.38,2024-10-30,0748,N20,VIIRS,n,2,301.6,3.05,D,0
30.4877,75.90423,343.27,0.43,0.38,2024-10-30,0748,N20,VIIRS,n,2,305.08,8.79,D,0
30.45975,75.68412,338.51,0.44,0.38,2024-10-30,0748,N20,VIIRS,n,2,303.25,7.73,D,0
30.5106,75.82995,334.76,0.43,0.38,2024-10-30,0748,N20,VIIRS,n,2,303.63,3.8,D,0
30.50284,75.78558,336.97,0.43,0.38,2024-10-30,0748,N20,VIIRS,n,2,303.03,3.91,D,0
30.52896,75.77022,333.9,0.43,0.38,2024-10-30,0748,N20,VIIRS,n,2,302.72,3.55,D,0
30.59667,76.14247,330.33,0.42,0.38,2024-10-30,0748,N20,VIIRS,n,2,301.91,1.19,D,0
30.52622,75.73375,334.64,0.43,0.38,2024-10-30,0748,N20,VIIRS,n,2,300.8,2.31,D,0
30.66769,76.33286,344.61,0.41,0.37,2024-10-30,0748,N20,VIIRS,n,2,303.91,7.59,D,0
30.58743,75.80879,333.04,0.43,0.38,2024-10-30,0748,N20,VIIRS,n,2,304,1.61,D,0
30.54794,75.46248,339.48,0.44,0.39,2024-10-30,0748,N20,VIIRS,n,2,301.43,4.66,D,0
30.56541,75.45833,337.35,0.44,0.39,2024-10-30,0748,N20,VIIRS,n,2,301.67,3.14,D,0
30.73988,76.34304,332.66,0.41,0.37,2024-10-30,0748,N20,VIIRS,n,2,301.73,2.83,D,0
30.65395,75.46309,331.56,0.44,0.39,2024-10-30,0748,N20,VIIRS,n,2,301.01,3.42,D,0
30.65314,75.45853,333.08,0.44,0.39,2024-10-30,0748,N20,VIIRS,n,2,304.12,3.42,D,0
31.03041,75.92131,333.9,0.42,0.38,2024-10-30,0748,N20,VIIRS,n,2,302.66,2.18,D,0
31.21887,76.09138,332.94,0.42,0.37,2024-10-30,0748,N20,VIIRS,n,2,302.85,2.99,D,0
30.9608,76.17718,306.9,0.45,0.47,2024-10-30,2012,N20,VIIRS,n,2,290.24,0.99,N,0
30.4219,76.29337,338.82,0.46,0.47,2024-10-31,0729,N20,VIIRS,n,2,304.35,4.07,D,0
30.45903,76.05775,336.13,0.48,0.48,2024-10-31,0729,N20,VIIRS,n,2,302.12,2.8,D,0
30.50364,76.20254,354.72,0.47,0.47,2024-10-31,0729,N20,VIIRS,n,2,308.12,19.33,D,0
30.54653,76.31998,339.89,0.46,0.47,2024-10-31,0729,N20,VIIRS,n,2,301.48,5.98,D,0
30.54554,76.31532,338.63,0.46,0.47,2024-10-31,0729,N20,VIIRS,n,2,304.04,5.98,D,0
30.53803,76.17274,331,0.47,0.48,2024-10-31,0729,N20,VIIRS,l,2,302.49,3.09,D,0
30.51295,76.03229,339.54,0.48,0.48,2024-10-31,0729,N20,VIIRS,n,2,303.06,3.05,D,0
30.58007,76.33037,352.78,0.46,0.47,2024-10-31,0729,N20,VIIRS,n,2,310.95,36.56,D,0
30.45763,75.68491,333.72,0.5,0.49,2024-10-31,0729,N20,VIIRS,n,2,302.85,3.7,D,0
30.47826,75.73812,339.79,0.5,0.49,2024-10-31,0729,N20,VIIRS,n,2,303.04,4.63,D,0
30.42569,75.44741,331.23,0.52,0.5,2024-10-31,0729,N20,VIIRS,n,2,302.98,4.72,D,0
30.42776,75.45072,332.53,0.52,0.5,2024-10-31,0729,N20,VIIRS,n,2,300.42,2.8,D,0
30.51497,75.72038,340.65,0.5,0.49,2024-10-31,0729,N20,VIIRS,n,2,302.2,4.94,D,0
30.6774,76.4182,340.11,0.45,0.47,2024-10-31,0729,N20,VIIRS,n,2,305.88,7.18,D,0
30.64919,76.28404,330.31,0.46,0.47,2024-10-31,0729,N20,VIIRS,l,2,302.21,5.72,D,0
30.76278,76.19447,338.19,0.46,0.47,2024-10-31,0729,N20,VIIRS,n,2,302.88,3.46,D,0
30.68108,75.78702,338.37,0.49,0.48,2024-10-31,0729,N20,VIIRS,n,2,301.92,6.63,D,0
30.63017,75.54955,337.49,0.5,0.49,2024-10-31,0729,N20,VIIRS,n,2,301.79,4.7,D,0
30.68543,75.78577,340.23,0.49,0.48,2024-10-31,0729,N20,VIIRS,n,2,304.2,6.63,D,0
30.63789,75.4981,337.03,0.51,0.49,2024-10-31,0729,N20,VIIRS,n,2,303.19,2.8,D,0
30.83013,76.36752,348.55,0.45,0.47,2024-10-31,0729,N20,VIIRS,n,2,303.68,7.24,D,0
30.67426,75.55861,338.76,0.5,0.49,2024-10-31,0729,N20,VIIRS,n,2,304.66,5.01,D,0
30.80759,76.11942,338.74,0.46,0.47,2024-10-31,0729,N20,VIIRS,n,2,303.66,7.28,D,0
30.87012,76.32947,339.67,0.45,0.47,2024-10-31,0729,N20,VIIRS,n,2,302.88,7.7,D,0
30.7878,75.94209,337.09,0.48,0.48,2024-10-31,0729,N20,VIIRS,n,2,303.41,3.39,D,0
30.83058,76.05746,331.8,0.47,0.48,2024-10-31,0729,N20,VIIRS,n,2,302.56,2.87,D,0
30.87019,76.11674,339.97,0.46,0.47,2024-10-31,0729,N20,VIIRS,n,2,301.8,5.23,D,0
30.8692,76.11201,336.11,0.46,0.47,2024-10-31,0729,N20,VIIRS,n,2,302.18,5.23,D,0
30.77515,75.66779,341.21,0.49,0.49,2024-10-31,0729,N20,VIIRS,n,2,306.69,6.28,D,0
30.73907,75.43394,339.92,0.51,0.49,2024-10-31,0729,N20,VIIRS,n,2,301.96,6.72,D,0
30.73796,75.42874,339.96,0.51,0.49,2024-10-31,0729,N20,VIIRS,n,2,303.81,6.91,D,0
30.92932,76.29311,332.65,0.45,0.47,2024-10-31,0729,N20,VIIRS,n,2,301.45,5.04,D,0
30.92837,76.28848,340.44,0.45,0.47,2024-10-31,0729,N20,VIIRS,n,2,306.41,5.93,D,0
30.79299,75.39228,335.26,0.51,0.49,2024-10-31,0729,N20,VIIRS,n,2,301.35,3.97,D,0
30.87503,75.44548,340.8,0.51,0.49,2024-10-31,0729,N20,VIIRS,n,2,304.16,5.04,D,0
30.87363,75.44964,339.81,0.51,0.49,2024-10-31,0729,N20,VIIRS,n,2,302.62,8.87,D,0
31.09387,76.24005,335.54,0.45,0.47,2024-10-31,0729,N20,VIIRS,n,2,300.75,2.54,D,0
31.04839,76.0243,340.88,0.47,0.47,2024-10-31,0729,N20,VIIRS,n,2,304.37,4.44,D,0
31.12357,76.27579,336.28,0.45,0.47,2024-10-31,0729,N20,VIIRS,n,2,303.48,3,D,0
31.12559,76.22126,335.78,0.45,0.47,2024-10-31,0729,N20,VIIRS,n,2,302.12,2.97,D,0
30.97942,75.52757,335.8,0.5,0.49,2024-10-31,0729,N20,VIIRS,n,2,302.24,3.25,D,0
31.0534,75.8546,334.97,0.48,0.48,2024-10-31,0729,N20,VIIRS,n,2,302.29,4.48,D,0
30.99976,75.39381,331.24,0.51,0.49,2024-10-31,0729,N20,VIIRS,n,2,301.83,3.52,D,0
30.99863,75.38865,330.01,0.51,0.49,2024-10-31,0729,N20,VIIRS,n,2,303.99,3.52,D,0
31.11996,75.67094,330.1,0.49,0.48,2024-10-31,0729,N20,VIIRS,n,2,301.97,2.79,D,0
31.26087,75.68562,332.59,0.48,0.48,2024-10-31,0729,N20,VIIRS,n,2,303.36,2.31,D,0
31.26132,75.68804,333.7,0.48,0.48,2024-10-31,0729,N20,VIIRS,n,2,302.19,3.76,D,0
30.50123,76.18483,332.18,0.44,0.62,2024-11-01,0710,N20,VIIRS,n,2,302.37,3.56,D,0
30.46822,76.05514,334.43,0.45,0.63,2024-11-01,0710,N20,VIIRS,n,2,303.82,4.35,D,0
30.44102,75.90094,354.58,0.46,0.64,2024-11-01,0710,N20,VIIRS,n,2,303.62,5.4,D,0
